puuid,delta_winrate,delta_kda,delta_cs,delta_gold,delta_damage,delta_vision,delta_kill_participation,delta_team_first_blood,delta_team_first_tower,delta_team_first_dragon,delta_player_first_blood,win_streak,matches_used,delta_goldPerMinute,delta_damagePerMinute,delta_visionScorePerMinute,delta_skillshotAccuracy,champion_pool_growth,total_matches_analyzed
YdY08Klo5c0vXWAfo8oTgLZ-47LZxXkQNiwKpIZnLH7C8OO9sKflisCL8-RHhRkPEYJ47bhVjmxC1g,0.3,0.5886571761571764,-0.1086581102378581,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,2,20,29.01170060645103,266.4434556230989,0.19407181115554778,-0.14890967810490646,-1,50
Ye6cZ6qmK-mnPNXmrSPRbnZrgvuZAUN1Wa0lIQEhkjx5FI7-_U_A5CQ_H-rgRGbQ_5i1FletYGvsYg,-0.0999999999999999,1.0728896103896104,-3.0083233894225105,2.502371646960114,-124.64215972432282,-0.2191778799791022,0.0935137695526087,-0.3,0.1999999999999999,0.2,0.1,5,20,11.570475091212586,206.12963576086173,0.214605920772588,0.019352869352869367,2,27
Ye8qdpLBaWNMeaTgylGPTJ-xpa90aBTP4H3dwtLrgGBACJBhubkltXtti-_eObfWTsmbxCulbflzJA,0.1999999999999999,-0.4575613275613284,1.3385843563343265,18.52178404175595,78.86846368273018,-0.6596340393115515,0.0090035968664219,-0.2,0.2,0.1,0.0,3,20,31.48836642380428,155.58988074420984,-0.07399094101527781,-0.10813987782224188,-1,46
YeHA6DNE5zOWaiBkdg4cCenn4ElzAN6fiB06v7POAQdPKyDPfck5RRJgiNuWkC2Z88MCiyyD2y5BtA,-0.3,-1.601666666666667,0.2605617411462765,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,5,20,3.332118895251881,186.6981612380648,0.1686689950452951,-0.0035203816822332312,0,50
Yeho9ANiwO9iXCNdJIsk3tj10K2ejiQnz8F_hwbofmeQdZJuKAngDK8VItrsu3fU4LAQKGf_XQ4XDA,0.1,-0.9157792207792208,-0.7194264324888578,-10.337870055843212,70.56558051455409,0.0242777039725672,-0.006893292855655,0.3,-0.2,-0.0999999999999999,-0.1,3,20,-3.356060587970262,145.84602284119467,0.08198727346367318,-0.004149430110966135,0,50
YelOU58esA2S3op5FcaizEIcSZSWNlZtg9EXCAtrmwVGqf9FfeZuPLNB2i12tpq_tp9fPCrDvZQEuQ,0.0999999999999999,-0.2748809523809519,-0.0674169140742844,-3.206021097708174,41.14731011914228,-0.0696135930402002,-0.0093767516812614,0.1999999999999999,0.0,0.0,0.1,3,20,4.921952026061547,127.12860805957632,0.16550294161848977,0.04091162785668623,-5,57
YhOS6hJuj9ARQx7H8IKvkkpNyV06QolSdxI1BjrpKM7LSNIA_loJ2pIQr8TtAJjR7_zil3tXakldOA,0.0,2.7924927849927847,-0.4642170556359968,-24.10113142872428,76.44780367617284,-0.1695084741697555,0.0551210723015996,0.0,0.1999999999999999,0.0,-0.1,1,20,0.666880799412013,240.3208972538705,0.08004325255907074,-0.047259854857541084,2,50
YhX11aRb6Nvpt43JFZH6RFtWrmONVc2twl_h1XeHFmoyoXPlRd_OHjMXQn_GhNDHiOhpvQBPgUZt8g,-0.1999999999999999,-2.271103896103896,-4.700068986982442,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,3,20,-19.44563173432823,266.6906515931611,0.17575384482207512,0.005234309478120758,5,48
YiH6-pbqV0xC0-yykvc9zT0ib2t31RV-D-Xa1-keXESVQl9LZ630IIg-At00lrAJYZzVp1TyL21Htw,0.0999999999999999,1.0862698412698415,1.1796083219215945,65.80250628613499,274.87241830510607,-0.0153366473446585,0.0925165450216005,0.1999999999999999,0.3,-0.0999999999999999,0.2,5,20,23.583760320983686,190.11573535675302,0.31534690159871426,-0.09913177605832607,1,50
YkQN30_xsU6cyKUdRg-yQCUj_Cmc5TgttBQ3CHygvFab5CkMNar5AP2z8XUsnubF9EvA6xE9Hbp6EA,0.0999999999999999,0.6223412698412707,0.4601983576397987,39.50041531229249,321.19778327423273,0.2686473868415648,0.0535808986274823,-0.3999999999999999,0.1,0.2,-0.0999999999999999,5,20,30.23892056149282,328.4704816039439,0.0790400413968878,-0.024282727499843504,1,63
YkdcX8tPcfWFeWhoX6XvfbkQTgsQoZNjtBOh-qRByfhkx72eGr2cYZ8bD1OuTIkTLFRkaYyy6eaPSg,0.0,-0.3064646464646461,-0.6524683037517667,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,3,20,-18.28805703675397,265.30647583818165,0.055235817018194244,-0.08,0,50
YkyLUXTOGcyg7nB_wTuQltoaSnz9BNatqb5sE2XVniWIK1rV-LIwlhGyHqqvVFxIXmSLM87PvTPJaQ,0.3,-0.5982142857142856,-0.4383725247988073,-18.05998529779356,-206.477143099478,-0.4158310256123385,-0.0425512805826501,0.1999999999999999,0.0999999999999999,-0.3,-0.1,6,20,19.54390928685774,189.3791276990603,0.12021662799594457,0.019243631042986774,1,51
YlISE-J-oGu27CCsAvQ_qgrD7Jdp3K_TLlMoLU33tnOvPkLbrQlyv15hyBD-RpLyBsfBQ_atc9qEtA,0.0,-1.182105394605395,-1.0524390284547531,-29.36191400271821,-72.1474752061925,0.119227105492357,0.023105960586792,0.0,-0.2999999999999999,-0.0999999999999999,0.0,6,20,8.97891620924429,55.1707295633866,0.34974011921136827,-0.09732520677859391,-1,71
YlmfPeIHG2EqlbvIYfQ3wbbpIaWio918uLGhDRU43Aqp4pJ-YhAhFB68vDbMoN6zs6YoPBUp_Z281g,-0.2999999999999999,-0.2867979242979246,0.7008674200716571,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,4,20,44.487580389348864,423.822242225369,0.18272474193410948,0.014594558505019395,1,50
Yo1YYNgktZTb6w5AXDo9zTcyug5rE-85kHoZnFTo8Q7FBruQX8y6h7VAejgQ9GZ3Qc8WO6cAc-WDxg,-0.7000000000000001,-4.337857142857143,-0.505733804911074,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,3,20,12.270687789983981,143.88123753360173,0.022839639531666622,-0.03296673757826696,0,50
Yp0MYZx2XcSAMGI87ZcY_xvnZVBM8M54ECRmzYN64aHch14ibK_yptUC0JCDA8eIZJElv7YbtUw6XQ,0.2,-0.4776479076479072,-0.1886814646733059,-4.06746146197122,-120.93176014303378,-0.0838301107100383,0.0080024200384998,0.0,0.1,0.4,0.0999999999999999,7,20,26.45893117927477,314.1660275628759,0.3140781249207225,0.054733587526249794,1,52
YpGzYab67I1U9J7Zsq5zCgv0Qk5Ojt-YPuVhT2bXsY_1PQSqAfFcABKdnxPhMoeHv8-og20-z63V8Q,-0.1999999999999999,-1.194448051948052,-0.4014489938960279,0.0,0.0,0.0,0.002068325927676,-0.0062598301352626,-0.0068260459263919,-0.0091538219565901,0.0018559295375904,2,20,3.5331416742532724,182.90638258071942,0.06116639823910486,-0.16610923178088882,0,51
YpZ0nPkJTmozkS7CrUEbQw5QIEvxdb98eVAHS3uqXYi2YAjXlYJDduVfs93U-wjhqs_JJ7vZaGgAIQ,0.0,2.065111832611833,-0.5357650955720477,2.6850166076320647,-135.34706266068906,0.0250035624415234,0.0759879737224457,-0.0999999999999999,0.2,0.3,-0.1,2,20,41.346245177153776,308.6108951841052,0.08451610196077941,-0.06708020117432767,0,51
Ypx3rVPcOXG9rug0BalEQn9UwT3Bd_A--6vPavGnHa22mb0kdL8IvfLmweT8NH3xtfsX6ULa-h3y3w,-0.1,0.6907936507936503,-3.231086374030976,-103.00233349423922,-401.0146293493901,0.6982424403486833,0.0741790467896121,0.1,0.2,0.0,-0.1,5,20,24.55976382744234,265.33363414519295,0.26005449388783586,0.06949891452411971,0,75
