match_id,team_id,team_won,gold_diff,damage_diff,kills_diff,deaths_diff,assists_diff,vision_diff,turrets_diff,dragons_diff,barons_diff,cs_diff
EUW1_7667487072,200,1,10247,27537,16,-16,28,15,5,0,0,11
EUW1_7667492415,100,0,-2022,10465,-1,1,-3,26,-3,-1,2,-26
EUW1_7667492415,200,1,2022,-10465,1,-1,3,-26,3,1,-2,26
EUW1_7667493339,100,0,-7868,-7840,-10,10,-25,28,-9,-2,-1,25
EUW1_7667493339,200,1,7868,7840,10,-10,25,-28,9,2,1,-25
EUW1_7667495952,100,1,12931,13148,22,-22,17,23,11,2,0,108
EUW1_7667495952,200,0,-12931,-13148,-22,22,-17,-23,-11,-2,0,-108
EUW1_7667496378,100,1,5818,54055,12,-12,10,48,4,3,0,52
EUW1_7667496378,200,0,-5818,-54055,-12,12,-10,-48,-4,-3,0,-52
EUW1_7667499108,100,1,6111,29519,0,0,7,3,6,4,1,53
EUW1_7667499108,200,0,-6111,-29519,0,0,-7,-3,-6,-4,-1,-53
EUW1_7667500160,100,1,8174,44709,19,-19,32,-26,5,3,1,37
EUW1_7667500160,200,0,-8174,-44709,-19,19,-32,26,-5,-3,-1,-37
EUW1_7667500989,100,1,9203,21400,-1,1,-4,0,5,0,1,17
EUW1_7667500989,200,0,-9203,-21400,1,-1,4,0,-5,0,-1,-17
EUW1_7667502417,100,0,-9301,-27563,-10,10,-23,9,-8,0,0,-30
EUW1_7667502417,200,1,9301,27563,10,-10,23,-9,8,0,0,30
EUW1_7667510951,100,1,-1968,15784,-1,2,7,8,5,1,-1,46
EUW1_7667510951,200,0,1968,-15784,1,-2,-7,-8,-5,-1,1,-46
EUW1_7667511850,100,0,-88,-46469,12,-12,54,-15,-3,-6,-2,9
EUW1_7667511850,200,1,88,46469,-12,12,-54,15,3,6,2,-9
EUW1_7667520400,100,1,5623,9217,8,-8,8,23,8,1,1,-10
EUW1_7667520400,200,0,-5623,-9217,-8,8,-8,-23,-8,-1,-1,10
EUW1_7667524869,100,1,-5273,-23979,-5,5,-44,-5,2,1,-2,-64
EUW1_7667524869,200,0,5273,23979,5,-5,44,5,-2,-1,2,64
EUW1_7667528655,100,1,10852,1524,14,-14,22,2,6,4,0,78
EUW1_7667528655,200,0,-10852,-1524,-14,14,-22,-2,-6,-4,0,-78
EUW1_7667529418,100,1,12639,23713,24,-24,23,31,6,2,0,76
EUW1_7667529418,200,0,-12639,-23713,-24,24,-23,-31,-6,-2,0,-76
EUW1_7667530490,100,1,9193,20007,10,-10,12,-13,3,1,1,12
EUW1_7667530490,200,0,-9193,-20007,-10,10,-12,13,-3,-1,-1,-12
EUW1_7667531214,100,0,-8438,-18025,3,-4,3,7,-2,3,-1,15
EUW1_7667531214,200,1,8438,18025,-3,4,-3,-7,2,-3,1,-15
EUW1_7667532204,100,0,-14469,-28186,-25,25,-36,16,-6,-1,-2,42
EUW1_7667532204,200,1,14469,28186,25,-25,36,-16,6,1,2,-42
EUW1_7667532604,100,0,-10636,-31297,6,-6,37,-4,3,-2,-2,-186
EUW1_7667532604,200,1,10636,31297,-6,6,-37,4,-3,2,2,186
EUW1_7667535681,100,0,-14203,-28024,-15,15,-21,-20,-7,-2,-1,-109
EUW1_7667535681,200,1,14203,28024,15,-15,21,20,7,2,1,109
EUW1_7667539426,100,1,5804,33777,14,-14,9,44,6,0,0,86
EUW1_7667539426,200,0,-5804,-33777,-14,14,-9,-44,-6,0,0,-86
EUW1_7667540543,100,1,12691,26986,17,-17,14,-3,7,3,0,123
EUW1_7667540543,200,0,-12691,-26986,-17,17,-14,3,-7,-3,0,-123
EUW1_7667546718,100,1,10171,12666,14,-14,18,0,5,0,0,101
EUW1_7667546718,200,0,-10171,-12666,-14,14,-18,0,-5,0,0,-101
EUW1_7667550132,100,0,-15185,-36499,-17,17,-19,-20,-10,-4,-1,-119
EUW1_7667550132,200,1,15185,36499,17,-17,19,20,10,4,1,119
EUW1_7667550321,100,1,7807,11303,12,-12,24,-10,5,1,0,20
EUW1_7667550321,200,0,-7807,-11303,-12,12,-24,10,-5,-1,0,-20
EUW1_7667552415,100,1,8375,25229,20,-20,29,19,7,2,0,17
EUW1_7667552415,200,0,-8375,-25229,-20,20,-29,-19,-7,-2,0,-17
EUW1_7667552747,100,0,-9934,-23246,-2,2,-27,-4,-5,1,-1,-35
EUW1_7667552747,200,1,9934,23246,2,-2,27,4,5,-1,1,35
EUW1_7667554318,100,1,153,-296,-1,1,-2,3,0,0,0,20
EUW1_7667554318,200,0,-153,296,1,-1,2,-3,0,0,0,-20
EUW1_7667554357,100,0,-11894,-21041,-13,13,-9,-14,-10,-2,0,-57
EUW1_7667554357,200,1,11894,21041,13,-13,9,14,10,2,0,57
EUW1_7667554401,100,1,8107,39813,6,-6,19,17,8,2,0,100
EUW1_7667554401,200,0,-8107,-39813,-6,6,-19,-17,-8,-2,0,-100
EUW1_7667555214,100,1,6821,62918,14,-14,12,67,11,4,1,-118
EUW1_7667555214,200,0,-6821,-62918,-14,14,-12,-67,-11,-4,-1,118
EUW1_7667562115,100,0,-14343,-62850,-25,25,-44,-3,-5,-2,-1,-46
EUW1_7667562115,200,1,14343,62850,25,-25,44,3,5,2,1,46
EUW1_7667562953,100,0,-15679,-40634,-20,20,-57,-51,-7,-2,-1,-85
EUW1_7667562953,200,1,15679,40634,20,-20,57,51,7,2,1,85
EUW1_7667566555,100,1,8795,2283,10,-10,16,48,6,3,1,68
EUW1_7667566555,200,0,-8795,-2283,-10,10,-16,-48,-6,-3,-1,-68
EUW1_7667567374,100,0,-15925,-52478,-11,10,-17,-7,-9,-2,-1,-65
EUW1_7667567374,200,1,15925,52478,11,-10,17,7,9,2,1,65
EUW1_7667573112,100,0,-11013,12807,-14,15,-20,7,-4,-2,-1,-72
EUW1_7667573112,200,1,11013,-12807,14,-15,20,-7,4,2,1,72
EUW1_7667575343,100,0,-3921,20256,1,-1,-3,24,-5,-3,-1,-118
EUW1_7667575343,200,1,3921,-20256,-1,1,3,-24,5,3,1,118
EUW1_7667578891,100,1,8568,-8004,21,-21,7,7,7,3,1,-51
EUW1_7667578891,200,0,-8568,8004,-21,21,-7,-7,-7,-3,-1,51
EUW1_7667580969,100,0,-14096,-45218,-28,28,-35,7,-9,-1,-1,-155
EUW1_7667580969,200,1,14096,45218,28,-28,35,-7,9,1,1,155
EUW1_7667581175,100,0,-14579,-10826,-7,8,-2,-48,-6,-4,-1,-264
EUW1_7667581175,200,1,14579,10826,7,-8,2,48,6,4,1,264
EUW1_7667582502,100,1,8267,25248,19,-19,36,14,2,2,1,-51
EUW1_7667582502,200,0,-8267,-25248,-19,19,-36,-14,-2,-2,-1,51
EUW1_7667583948,100,1,8412,33242,12,-12,8,-12,8,0,0,36
EUW1_7667583948,200,0,-8412,-33242,-12,12,-8,12,-8,0,0,-36
EUW1_7667584273,100,0,-274,2,0,0,0,0,0,0,0,-15
EUW1_7667584273,200,1,274,-2,0,0,0,0,0,0,0,15
EUW1_7667586036,100,1,8140,22158,16,-16,13,22,8,0,0,-22
EUW1_7667586036,200,0,-8140,-22158,-16,16,-13,-22,-8,0,0,22
EUW1_7667586788,100,1,4333,224,2,-2,-6,-18,3,1,1,51
EUW1_7667586788,200,0,-4333,-224,-2,2,6,18,-3,-1,-1,-51
EUW1_7667587541,100,1,3897,58381,6,-6,-7,29,5,-2,2,-121
EUW1_7667587541,200,0,-3897,-58381,-6,6,7,-29,-5,2,-2,121
EUW1_7667590715,100,0,-10562,-13010,-7,7,-14,2,-11,-4,0,-135
EUW1_7667590715,200,1,10562,13010,7,-7,14,-2,11,4,0,135
EUW1_7667592793,100,0,-12410,-1868,-18,18,-46,-18,-10,-3,-1,-68
EUW1_7667592793,200,1,12410,1868,18,-18,46,18,10,3,1,68
EUW1_7667593104,100,1,8554,13099,16,-16,19,-20,3,-1,0,28
EUW1_7667593104,200,0,-8554,-13099,-16,16,-19,20,-3,1,0,-28
EUW1_7667593292,100,1,11027,19351,13,-13,5,-19,11,2,0,82
EUW1_7667593292,200,0,-11027,-19351,-13,13,-5,19,-11,-2,0,-82
EUW1_7667593707,100,0,-7867,-9733,-17,17,-8,-9,-1,-1,0,-85
EUW1_7667593707,200,1,7867,9733,17,-17,8,9,1,1,0,85
EUW1_7667594542,100,1,14360,45281,28,-28,32,51,6,4,1,51
EUW1_7667594542,200,0,-14360,-45281,-28,28,-32,-51,-6,-4,-1,-51
EUW1_7667598493,100,0,-8663,-29933,-14,14,-9,-11,-6,-3,0,-50
EUW1_7667598493,200,1,8663,29933,14,-14,9,11,6,3,0,50
EUW1_7667599504,100,0,-10345,-15961,-13,13,-7,-20,-9,-1,0,-54
EUW1_7667599504,200,1,10345,15961,13,-13,7,20,9,1,0,54
EUW1_7667600218,100,0,-13298,-37313,-25,26,-46,-14,-7,-2,-1,-137
EUW1_7667600218,200,1,13298,37313,25,-26,46,14,7,2,1,137
EUW1_7667600737,100,1,5709,46908,18,-18,29,58,11,5,2,-238
EUW1_7667600737,200,0,-5709,-46908,-18,18,-29,-58,-11,-5,-2,238
EUW1_7667603074,100,1,8206,19458,12,-13,19,16,7,2,1,48
EUW1_7667603074,200,0,-8206,-19458,-12,13,-19,-16,-7,-2,-1,-48
EUW1_7667605763,100,1,11547,26632,11,-11,9,7,7,2,1,85
EUW1_7667605763,200,0,-11547,-26632,-11,11,-9,-7,-7,-2,-1,-85
EUW1_7667606949,100,1,9688,-13874,12,-12,8,-43,3,4,0,108
EUW1_7667606949,200,0,-9688,13874,-12,12,-8,43,-3,-4,0,-108
EUW1_7667608807,100,1,3861,18545,13,-13,24,-18,2,1,0,-16
EUW1_7667608807,200,0,-3861,-18545,-13,13,-24,18,-2,-1,0,16
EUW1_7667608852,100,1,11616,77,18,-17,31,24,6,3,1,-4
EUW1_7667608852,200,0,-11616,-77,-18,17,-31,-24,-6,-3,-1,4
EUW1_7667609256,100,1,-2459,-12025,2,-2,11,-37,3,2,1,-60
EUW1_7667609256,200,0,2459,12025,-2,2,-11,37,-3,-2,-1,60
EUW1_7667609888,100,1,8070,20791,13,-13,12,38,2,0,0,51
EUW1_7667609888,200,0,-8070,-20791,-13,13,-12,-38,-2,0,0,-51
EUW1_7667611146,100,1,3684,-22718,2,-2,-17,36,6,1,2,-9
EUW1_7667611146,200,0,-3684,22718,-2,2,17,-36,-6,-1,-2,9
EUW1_7667611177,100,1,9491,31131,23,-23,50,20,4,1,1,8
EUW1_7667611177,200,0,-9491,-31131,-23,23,-50,-20,-4,-1,-1,-8
EUW1_7667611320,100,1,8930,72411,52,-53,60,17,2,3,-2,123
EUW1_7667611320,200,0,-8930,-72411,-52,53,-60,-17,-2,-3,2,-123
EUW1_7667611374,100,0,-10173,-14305,-20,20,-14,-5,-3,1,0,-84
EUW1_7667611374,200,1,10173,14305,20,-20,14,5,3,-1,0,84
EUW1_7667613015,100,1,5609,16517,-3,3,32,62,7,0,0,51
EUW1_7667613015,200,0,-5609,-16517,3,-3,-32,-62,-7,0,0,-51
EUW1_7667614778,100,1,8416,17796,8,-8,13,28,7,1,1,50
EUW1_7667614778,200,0,-8416,-17796,-8,8,-13,-28,-7,-1,-1,-50
EUW1_7667617884,100,1,11046,8166,13,-13,16,-21,6,4,1,78
EUW1_7667617884,200,0,-11046,-8166,-13,13,-16,21,-6,-4,-1,-78
EUW1_7667620594,100,1,7372,33094,13,-13,14,3,9,3,0,-29
EUW1_7667620594,200,0,-7372,-33094,-13,13,-14,-3,-9,-3,0,29
EUW1_7667620728,100,1,10818,24824,10,-10,14,8,6,3,1,53
EUW1_7667620728,200,0,-10818,-24824,-10,10,-14,-8,-6,-3,-1,-53
EUW1_7667624490,100,0,-10682,-21778,-15,15,-27,-9,-4,0,-1,-104
EUW1_7667624490,200,1,10682,21778,15,-15,27,9,4,0,1,104
EUW1_7667626800,100,0,-14070,-33167,-24,24,-58,-18,-4,-4,-1,-122
EUW1_7667626800,200,1,14070,33167,24,-24,58,18,4,4,1,122
EUW1_7667627511,100,0,-7612,-34588,-18,17,-52,36,-5,2,-2,-40
EUW1_7667627511,200,1,7612,34588,18,-17,52,-36,5,-2,2,40
EUW1_7667629995,100,1,8007,39112,22,-22,25,-24,5,4,1,-25
EUW1_7667629995,200,0,-8007,-39112,-22,22,-25,24,-5,-4,-1,25
EUW1_7667633141,100,1,9572,15075,5,-5,9,17,10,2,0,69
EUW1_7667633141,200,0,-9572,-15075,-5,5,-9,-17,-10,-2,0,-69
EUW1_7667635283,100,0,-4612,-34740,-1,0,-10,14,-5,-3,-1,115
EUW1_7667635283,200,1,4612,34740,1,0,10,-14,5,3,1,-115
EUW1_7667644692,100,0,-6381,-484,1,-1,2,-23,-6,-3,0,-54
EUW1_7667644692,200,1,6381,484,-1,1,-2,23,6,3,0,54
EUW1_7667645149,100,1,3032,8895,3,-3,4,-6,1,2,0,6
EUW1_7667645149,200,0,-3032,-8895,-3,3,-4,6,-1,-2,0,-6
EUW1_7667645909,100,1,12930,21925,21,-21,9,6,10,4,1,156
EUW1_7667645909,200,0,-12930,-21925,-21,21,-9,-6,-10,-4,-1,-156
EUW1_7667647891,100,0,-12050,-41246,-23,23,-18,-63,-5,-4,0,-78
EUW1_7667647891,200,1,12050,41246,23,-23,18,63,5,4,0,78
EUW1_7667648543,100,1,9550,23589,7,-7,12,14,10,4,1,53
EUW1_7667648543,200,0,-9550,-23589,-7,7,-12,-14,-10,-4,-1,-53
EUW1_7667649459,100,0,-11101,29177,-17,17,-28,-17,-5,-3,-1,-24
EUW1_7667649459,200,1,11101,-29177,17,-17,28,17,5,3,1,24
EUW1_7667649481,100,1,117,-107,0,0,0,1,0,0,0,5
EUW1_7667649481,200,0,-117,107,0,0,0,-1,0,0,0,-5
EUW1_7667651002,100,0,-12327,-24313,-14,14,-25,-25,-8,-2,-1,-71
EUW1_7667651002,200,1,12327,24313,14,-14,25,25,8,2,1,71
EUW1_7667651031,100,0,-11916,-55396,-8,8,-33,-41,-2,-1,-3,56
EUW1_7667651031,200,1,11916,55396,8,-8,33,41,2,1,3,-56
EUW1_7667654555,100,1,11394,32098,20,-20,21,18,7,2,1,-37
EUW1_7667654555,200,0,-11394,-32098,-20,20,-21,-18,-7,-2,-1,37
EUW1_7667656241,100,1,8154,26837,19,-19,16,-23,5,4,1,-85
EUW1_7667656241,200,0,-8154,-26837,-19,19,-16,23,-5,-4,-1,85
EUW1_7667656266,100,0,-4476,-11380,-6,6,18,3,-3,1,0,-152
EUW1_7667656266,200,1,4476,11380,6,-6,-18,-3,3,-1,0,152
EUW1_7667656597,100,0,-6538,-4393,-6,6,3,25,-9,0,-1,-133
EUW1_7667656597,200,1,6538,4393,6,-6,-3,-25,9,0,1,133
EUW1_7667657608,100,1,10262,22608,15,-15,34,0,5,4,1,5
EUW1_7667657608,200,0,-10262,-22608,-15,15,-34,0,-5,-4,-1,-5
EUW1_7667659332,100,1,9543,1503,13,-13,54,-11,5,2,0,49
EUW1_7667659332,200,0,-9543,-1503,-13,13,-54,11,-5,-2,0,-49
EUW1_7667660558,100,1,5325,10207,16,-16,38,4,5,1,0,-35
EUW1_7667660558,200,0,-5325,-10207,-16,16,-38,-4,-5,-1,0,35
EUW1_7667661621,100,1,13231,66181,30,-29,37,32,9,2,1,39
EUW1_7667661621,200,0,-13231,-66181,-30,29,-37,-32,-9,-2,-1,-39
EUW1_7667662929,100,0,-17206,-17285,-30,31,-24,-20,-9,-3,0,-123
EUW1_7667662929,200,1,17206,17285,30,-31,24,20,9,3,0,123
EUW1_7667664975,100,1,7076,7005,17,-17,41,36,6,4,1,3
EUW1_7667664975,200,0,-7076,-7005,-17,17,-41,-36,-6,-4,-1,-3
EUW1_7667667845,100,0,-11466,-27641,-13,13,-21,-33,-9,0,0,-61
EUW1_7667667845,200,1,11466,27641,13,-13,21,33,9,0,0,61
EUW1_7667672682,100,1,6948,17252,10,-10,25,5,5,-1,0,-34
EUW1_7667672682,200,0,-6948,-17252,-10,10,-25,-5,-5,1,0,34
EUW1_7667673999,100,0,-8865,3376,-4,4,-16,-3,-4,-1,0,-144
EUW1_7667673999,200,1,8865,-3376,4,-4,16,3,4,1,0,144
EUW1_7667679151,100,0,-7920,-22285,-14,14,-4,13,-3,-3,-1,-69
EUW1_7667679151,200,1,7920,22285,14,-14,4,-13,3,3,1,69
EUW1_7667680179,100,0,-5803,-10117,-12,12,-24,5,-4,2,1,-4
EUW1_7667680179,200,1,5803,10117,12,-12,24,-5,4,-2,-1,4
EUW1_7667682167,100,1,6137,-782,3,-2,0,-15,5,2,1,68
EUW1_7667682167,200,0,-6137,782,-3,2,0,15,-5,-2,-1,-68
EUW1_7667682940,100,1,7809,8693,8,-7,-2,-9,9,1,0,122
EUW1_7667682940,200,0,-7809,-8693,-8,7,2,9,-9,-1,0,-122
EUW1_7667683067,100,1,7648,9496,3,-3,11,21,7,2,0,68
EUW1_7667683067,200,0,-7648,-9496,-3,3,-11,-21,-7,-2,0,-68
EUW1_7667686856,100,1,14883,28921,21,-21,31,-4,6,2,1,35
EUW1_7667686856,200,0,-14883,-28921,-21,21,-31,4,-6,-2,-1,-35
EUW1_7667687654,100,1,10469,17471,13,-13,26,10,4,0,2,147
EUW1_7667687654,200,0,-10469,-17471,-13,13,-26,-10,-4,0,-2,-147
EUW1_7667690192,100,1,12411,15095,13,-13,18,3,8,0,0,52
EUW1_7667690192,200,0,-12411,-15095,-13,13,-18,-3,-8,0,0,-52
EUW1_7667691227,100,1,14190,7178,16,-16,19,-9,11,2,1,40
EUW1_7667691227,200,0,-14190,-7178,-16,16,-19,9,-11,-2,-1,-40
EUW1_7667691706,100,1,9491,24515,31,-31,37,1,8,2,0,-1
EUW1_7667691706,200,0,-9491,-24515,-31,31,-37,-1,-8,-2,0,1
EUW1_7667695882,100,0,-4622,-24270,-11,12,-13,-12,-2,-1,0,-71
EUW1_7667695882,200,1,4622,24270,11,-12,13,12,2,1,0,71
EUW1_7667698120,100,1,8045,-4936,8,-8,10,36,5,4,2,69
EUW1_7667698120,200,0,-8045,4936,-8,8,-10,-36,-5,-4,-2,-69
EUW1_7667698350,100,0,-5704,-8994,-9,9,-8,-4,-1,1,0,-64
EUW1_7667698350,200,1,5704,8994,9,-9,8,4,1,-1,0,64
EUW1_7667698570,100,1,9324,38784,16,-16,12,31,7,2,0,51
EUW1_7667698570,200,0,-9324,-38784,-16,16,-12,-31,-7,-2,0,-51
EUW1_7667700471,100,0,-8909,-22136,2,-2,-5,4,-6,-1,-1,-131
EUW1_7667700471,200,1,8909,22136,-2,2,5,-4,6,1,1,131
EUW1_7667703265,100,1,6949,12216,9,-9,8,-19,4,-2,1,39
EUW1_7667703265,200,0,-6949,-12216,-9,9,-8,19,-4,2,-1,-39
EUW1_7667703408,100,1,-984,-39809,-3,3,-1,-31,0,0,0,43
EUW1_7667703408,200,0,984,39809,3,-3,1,31,0,0,0,-43
EUW1_7667703781,100,1,7835,7856,7,-7,-1,26,5,1,1,35
EUW1_7667703781,200,0,-7835,-7856,-7,7,1,-26,-5,-1,-1,-35
EUW1_7667707179,100,1,6597,5929,12,-11,12,-14,5,3,1,26
EUW1_7667707179,200,0,-6597,-5929,-12,11,-12,14,-5,-3,-1,-26
EUW1_7667709220,100,1,5926,21311,5,-5,-1,-2,7,0,0,-21
EUW1_7667709220,200,0,-5926,-21311,-5,5,1,2,-7,0,0,21
EUW1_7667709269,100,1,10074,37444,11,-11,3,59,8,0,1,1
EUW1_7667709269,200,0,-10074,-37444,-11,11,-3,-59,-8,0,-1,-1
EUW1_7667712101,100,1,7623,12605,15,-17,25,-3,2,2,0,-31
EUW1_7667712101,200,0,-7623,-12605,-15,17,-25,3,-2,-2,0,31
EUW1_7667713079,100,1,1154,-27743,1,-1,4,-1,3,1,-1,-3
EUW1_7667713079,200,0,-1154,27743,-1,1,-4,1,-3,-1,1,3
EUW1_7667714631,100,1,5275,-5060,1,0,25,-3,3,1,-2,141
EUW1_7667714631,200,0,-5275,5060,-1,0,-25,3,-3,-1,2,-141
EUW1_7667718209,100,1,8419,27139,14,-14,12,-15,2,4,0,86
EUW1_7667718209,200,0,-8419,-27139,-14,14,-12,15,-2,-4,0,-86
EUW1_7667722365,100,0,-5159,-58761,-7,7,-11,23,-3,0,0,-86
EUW1_7667722365,200,1,5159,58761,7,-7,11,-23,3,0,0,86
EUW1_7667723204,100,1,15830,42383,20,-20,29,-6,8,1,0,153
EUW1_7667723204,200,0,-15830,-42383,-20,20,-29,6,-8,-1,0,-153
EUW1_7667723733,100,0,-10494,-21155,-22,23,-45,0,-4,-2,0,-4
EUW1_7667723733,200,1,10494,21155,22,-23,45,0,4,2,0,4
EUW1_7667726282,100,0,-4650,-4697,-11,10,-27,10,-1,-4,-1,55
EUW1_7667726282,200,1,4650,4697,11,-10,27,-10,1,4,1,-55
EUW1_7667726840,100,1,12148,47113,19,-19,55,3,4,0,1,24
EUW1_7667726840,200,0,-12148,-47113,-19,19,-55,-3,-4,0,-1,-24
EUW1_7667732599,100,1,6972,10141,14,-14,16,3,4,3,0,32
EUW1_7667732599,200,0,-6972,-10141,-14,14,-16,-3,-4,-3,0,-32
EUW1_7667734421,100,1,11249,19547,20,-20,44,-19,5,0,1,-27
EUW1_7667734421,200,0,-11249,-19547,-20,20,-44,19,-5,0,-1,27
EUW1_7667735405,100,1,5019,-719,-6,5,-2,9,5,2,1,62
EUW1_7667735405,200,0,-5019,719,6,-5,2,-9,-5,-2,-1,-62
EUW1_7667740588,100,1,14713,42104,12,-12,22,42,8,2,1,117
EUW1_7667740588,200,0,-14713,-42104,-12,12,-22,-42,-8,-2,-1,-117
EUW1_7667740792,100,0,-5878,-23870,-11,11,-6,9,-5,-1,-1,-10
EUW1_7667740792,200,1,5878,23870,11,-11,6,-9,5,1,1,10
EUW1_7667742481,100,1,5961,30685,-8,8,-11,5,4,-2,0,136
EUW1_7667742481,200,0,-5961,-30685,8,-8,11,-5,-4,2,0,-136
EUW1_7667742613,100,0,-10868,-22840,-5,5,-11,-1,-8,1,0,-147
EUW1_7667742613,200,1,10868,22840,5,-5,11,1,8,-1,0,147
EUW1_7667746489,100,1,10870,20709,16,-16,28,17,3,3,0,68
EUW1_7667746489,200,0,-10870,-20709,-16,16,-28,-17,-3,-3,0,-68
EUW1_7667746977,100,1,9389,3785,12,-12,26,36,2,1,2,-58
EUW1_7667746977,200,0,-9389,-3785,-12,12,-26,-36,-2,-1,-2,58
EUW1_7667747728,100,1,10234,42842,18,-19,29,21,9,3,0,110
EUW1_7667747728,200,0,-10234,-42842,-18,19,-29,-21,-9,-3,0,-110
EUW1_7667750627,100,1,6332,12631,7,-7,12,12,2,2,0,67
EUW1_7667750627,200,0,-6332,-12631,-7,7,-12,-12,-2,-2,0,-67
EUW1_7667750926,100,0,-1902,27724,4,-4,16,-35,-6,-3,0,13
EUW1_7667750926,200,1,1902,-27724,-4,4,-16,35,6,3,0,-13
EUW1_7667751438,100,0,-11182,-40175,-21,21,-2,-6,-9,-2,0,-77
EUW1_7667751438,200,1,11182,40175,21,-21,2,6,9,2,0,77
EUW1_7667752864,100,1,4970,15248,13,-14,25,12,1,0,1,-119
EUW1_7667752864,200,0,-4970,-15248,-13,14,-25,-12,-1,0,-1,119
EUW1_7667753694,100,1,5340,-7139,10,-10,25,-3,0,0,0,73
EUW1_7667753694,200,0,-5340,7139,-10,10,-25,3,0,0,0,-73
EUW1_7667754564,100,0,-16566,-28301,-21,20,-33,-23,-9,-4,-1,-17
EUW1_7667754564,200,1,16566,28301,21,-20,33,23,9,4,1,17
EUW1_7667756363,100,0,-11527,-58469,-22,22,-42,-39,-5,-3,-1,-124
EUW1_7667756363,200,1,11527,58469,22,-22,42,39,5,3,1,124
EUW1_7667756443,100,0,-14661,-23581,-16,17,-14,-9,-8,-1,0,-127
EUW1_7667756443,200,1,14661,23581,16,-17,14,9,8,1,0,127
EUW1_7667756580,100,0,-8520,-13163,-17,17,-31,-7,-3,-2,0,-16
EUW1_7667756580,200,1,8520,13163,17,-17,31,7,3,2,0,16
EUW1_7667757126,100,1,12450,8824,21,-21,40,-16,6,0,1,9
EUW1_7667757126,200,0,-12450,-8824,-21,21,-40,16,-6,0,-1,-9
EUW1_7667757440,100,1,5943,-49710,11,-11,4,-37,3,0,0,13
EUW1_7667757440,200,0,-5943,49710,-11,11,-4,37,-3,0,0,-13
EUW1_7667757949,100,0,-1633,11657,-6,6,-7,6,-2,-2,0,-27
EUW1_7667757949,200,1,1633,-11657,6,-6,7,-6,2,2,0,27
EUW1_7667758388,100,1,5366,16742,11,-11,8,-5,7,2,1,-70
EUW1_7667758388,200,0,-5366,-16742,-11,11,-8,5,-7,-2,-1,70
EUW1_7667763123,100,0,-11746,-23515,-15,14,-19,-46,-6,-4,-1,-112
EUW1_7667763123,200,1,11746,23515,15,-14,19,46,6,4,1,112
EUW1_7667763223,100,1,13494,36137,17,-17,30,-11,9,0,1,73
EUW1_7667763223,200,0,-13494,-36137,-17,17,-30,11,-9,0,-1,-73
EUW1_7667765980,100,1,8568,23994,20,-19,12,1,9,1,0,72
EUW1_7667765980,200,0,-8568,-23994,-20,19,-12,-1,-9,-1,0,-72
EUW1_7667768414,100,0,-6703,-22374,-17,18,-32,-3,-1,-3,-1,-59
EUW1_7667768414,200,1,6703,22374,17,-18,32,3,1,3,1,59
EUW1_7667769258,100,0,-12639,-24089,-17,17,-17,7,-9,-2,0,-122
EUW1_7667769258,200,1,12639,24089,17,-17,17,-7,9,2,0,122
EUW1_7667771972,100,0,-10601,-44582,-21,21,-33,-29,-5,-2,0,1
EUW1_7667771972,200,1,10601,44582,21,-21,33,29,5,2,0,-1
EUW1_7667772146,100,0,-13425,-26897,-15,15,-44,23,-6,-3,-1,-21
EUW1_7667772146,200,1,13425,26897,15,-15,44,-23,6,3,1,21
EUW1_7667774268,100,0,-7949,8980,-17,17,-2,4,-7,-3,-1,-18
EUW1_7667774268,200,1,7949,-8980,17,-17,2,-4,7,3,1,18
EUW1_7667782821,100,1,15934,25977,11,-11,14,-3,10,2,0,228
EUW1_7667782821,200,0,-15934,-25977,-11,11,-14,3,-10,-2,0,-228
EUW1_7667783571,100,1,8022,44007,7,-7,18,17,4,3,1,80
EUW1_7667783571,200,0,-8022,-44007,-7,7,-18,-17,-4,-3,-1,-80
EUW1_7667783672,100,0,-10321,-7708,-8,8,8,-7,-9,-4,-1,-90
EUW1_7667783672,200,1,10321,7708,8,-8,-8,7,9,4,1,90
EUW1_7667788062,100,1,14757,11379,25,-25,21,17,7,3,0,144
EUW1_7667788062,200,0,-14757,-11379,-25,25,-21,-17,-7,-3,0,-144
EUW1_7667789150,100,1,5241,9026,11,-11,1,30,4,0,0,66
EUW1_7667789150,200,0,-5241,-9026,-11,11,-1,-30,-4,0,0,-66
EUW1_7667789344,100,0,-6752,-36693,-9,9,-21,2,-3,3,-1,-66
EUW1_7667789344,200,1,6752,36693,9,-9,21,-2,3,-3,1,66
EUW1_7667793663,100,0,-13658,-33338,-25,25,-20,16,-8,-4,0,-83
EUW1_7667793663,200,1,13658,33338,25,-25,20,-16,8,4,0,83
EUW1_7667793949,100,0,-11635,-9279,-16,16,3,5,-4,-2,0,-178
EUW1_7667793949,200,1,11635,9279,16,-16,-3,-5,4,2,0,178
EUW1_7667798432,100,0,-10850,-19477,-18,18,-22,-2,-6,-4,0,-17
EUW1_7667798432,200,1,10850,19477,18,-18,22,2,6,4,0,17
EUW1_7667801133,100,0,-10206,-15867,-16,17,-29,-46,-7,-2,-1,-28
EUW1_7667801133,200,1,10206,15867,16,-17,29,46,7,2,1,28
EUW1_7667803150,100,1,13087,21102,23,-23,24,18,9,3,1,52
EUW1_7667803150,200,0,-13087,-21102,-23,23,-24,-18,-9,-3,-1,-52
