match_id,team_id,team_won,gold_diff,damage_diff,kills_diff,deaths_diff,assists_diff,vision_diff,turrets_diff,dragons_diff,barons_diff,cs_diff
EUW1_7702812552,100,1,12007,32956,24,-23,45,-6,4,1,1,26
EUW1_7702812552,200,0,-12007,-32956,-24,23,-45,6,-4,-1,-1,-26
EUW1_7702812639,100,0,-12168,-29360,-23,22,-25,-2,-7,-2,-1,-113
EUW1_7702812639,200,1,12168,29360,23,-22,25,2,7,2,1,113
EUW1_7702812864,100,0,-157,346,0,0,0,0,0,0,0,-7
EUW1_7702812864,200,1,157,-346,0,0,0,0,0,0,0,7
EUW1_7702813151,100,0,-9265,-18013,-21,20,-42,-29,-5,-2,1,4
EUW1_7702813151,200,1,9265,18013,21,-20,42,29,5,2,-1,-4
EUW1_7702813217,100,0,-14704,-36874,-31,32,-25,-9,-4,-2,-1,-52
EUW1_7702813217,200,1,14704,36874,31,-32,25,9,4,2,1,52
EUW1_7702813407,100,0,-8482,-19496,-8,8,-6,-29,-6,-4,-2,-7
EUW1_7702813407,200,1,8482,19496,8,-8,6,29,6,4,2,7
EUW1_7702813610,100,0,-7638,-18416,-18,19,-36,-92,-4,-4,-3,52
EUW1_7702813610,200,1,7638,18416,18,-19,36,92,4,4,3,-52
EUW1_7702813902,100,1,11546,19852,19,-19,24,8,5,1,1,-10
EUW1_7702813902,200,0,-11546,-19852,-19,19,-24,-8,-5,-1,-1,10
EUW1_7702814701,100,1,10451,75358,15,-14,28,34,6,2,1,89
EUW1_7702814701,200,0,-10451,-75358,-15,14,-28,-34,-6,-2,-1,-89
EUW1_7702815156,100,1,14098,41525,24,-24,6,41,11,2,1,134
EUW1_7702815156,200,0,-14098,-41525,-24,24,-6,-41,-11,-2,-1,-134
EUW1_7702815466,100,1,12803,33400,21,-21,49,6,7,2,1,66
EUW1_7702815466,200,0,-12803,-33400,-21,21,-49,-6,-7,-2,-1,-66
EUW1_7702815795,100,1,1845,23059,9,-10,17,-4,2,4,-1,-46
EUW1_7702815795,200,0,-1845,-23059,-9,10,-17,4,-2,-4,1,46
EUW1_7702816399,100,1,1531,15206,1,-1,-11,24,6,4,0,-5
EUW1_7702816399,200,0,-1531,-15206,-1,1,11,-24,-6,-4,0,5
EUW1_7702816599,100,0,-552,-37,-1,1,-1,0,0,0,0,-3
EUW1_7702816599,200,1,552,37,1,-1,1,0,0,0,0,3
EUW1_7702817143,100,0,-9159,-11980,-7,7,-11,-27,-3,-2,0,-81
EUW1_7702817143,200,1,9159,11980,7,-7,11,27,3,2,0,81
EUW1_7702817175,100,0,-13690,-26458,-26,26,-35,-118,-7,-5,-1,-3
EUW1_7702817175,200,1,13690,26458,26,-26,35,118,7,5,1,3
EUW1_7702817427,100,0,-8889,-21406,-17,17,-32,-18,-4,-5,-2,-37
EUW1_7702817427,200,1,8889,21406,17,-17,32,18,4,5,2,37
EUW1_7702817865,100,1,10658,11740,18,-18,19,35,5,1,0,59
EUW1_7702817865,200,0,-10658,-11740,-18,18,-19,-35,-5,-1,0,-59
EUW1_7702818005,100,1,6823,11096,14,-13,32,43,4,0,1,0
EUW1_7702818005,200,0,-6823,-11096,-14,13,-32,-43,-4,0,-1,0
EUW1_7702819473,100,0,-10002,-21965,-27,27,-16,-23,-4,0,0,-159
EUW1_7702819473,200,1,10002,21965,27,-27,16,23,4,0,0,159
EUW1_7702819541,100,0,-3387,3298,-7,7,-17,5,-6,0,0,34
EUW1_7702819541,200,1,3387,-3298,7,-7,17,-5,6,0,0,-34
EUW1_7702819781,100,0,-8076,-27977,-9,9,-11,26,-5,-3,0,-228
EUW1_7702819781,200,1,8076,27977,9,-9,11,-26,5,3,0,228
EUW1_7702820283,100,1,3591,70839,11,-12,27,-2,5,1,2,-89
EUW1_7702820283,200,0,-3591,-70839,-11,12,-27,2,-5,-1,-2,89
EUW1_7702820675,100,0,-9651,-7152,-15,15,-43,4,-5,-3,0,-112
EUW1_7702820675,200,1,9651,7152,15,-15,43,-4,5,3,0,112
EUW1_7702820732,100,0,-10012,-27480,-18,18,-38,12,-8,-3,0,-27
EUW1_7702820732,200,1,10012,27480,18,-18,38,-12,8,3,0,27
EUW1_7702821249,100,1,7992,43006,18,-19,35,30,7,1,-1,60
EUW1_7702821249,200,0,-7992,-43006,-18,19,-35,-30,-7,-1,1,-60
EUW1_7702821550,100,1,7625,7382,6,-6,9,27,2,2,0,83
EUW1_7702821550,200,0,-7625,-7382,-6,6,-9,-27,-2,-2,0,-83
EUW1_7702821730,100,1,9482,19473,14,-14,8,-8,3,0,0,71
EUW1_7702821730,200,0,-9482,-19473,-14,14,-8,8,-3,0,0,-71
EUW1_7702822795,100,0,-11168,-3892,-12,12,-13,11,-7,-1,-1,-91
EUW1_7702822795,200,1,11168,3892,12,-12,13,-11,7,1,1,91
EUW1_7702823121,100,1,631,297,2,-2,1,-2,0,0,0,-22
EUW1_7702823121,200,0,-631,-297,-2,2,-1,2,0,0,0,22
EUW1_7702823148,100,0,-4302,7113,-10,10,-26,-28,-3,-3,-1,46
EUW1_7702823148,200,1,4302,-7113,10,-10,26,28,3,3,1,-46
EUW1_7702823156,100,0,-13430,-39252,-14,14,-18,8,-6,-4,-1,29
EUW1_7702823156,200,1,13430,39252,14,-14,18,-8,6,4,1,-29
EUW1_7702823473,100,1,9181,27216,16,-16,29,56,3,3,2,18
EUW1_7702823473,200,0,-9181,-27216,-16,16,-29,-56,-3,-3,-2,-18
EUW1_7702823839,100,0,-17728,-31500,-25,25,-26,-25,-10,-4,-1,-136
EUW1_7702823839,200,1,17728,31500,25,-25,26,25,10,4,1,136
EUW1_7702823853,100,1,8552,19990,23,-24,26,6,7,4,1,-47
EUW1_7702823853,200,0,-8552,-19990,-23,24,-26,-6,-7,-4,-1,47
EUW1_7702824512,100,0,-8733,-17673,-10,10,-5,-3,-5,-4,1,-122
EUW1_7702824512,200,1,8733,17673,10,-10,5,3,5,4,-1,122
EUW1_7702824562,100,1,10840,36823,10,-10,22,13,5,2,2,54
EUW1_7702824562,200,0,-10840,-36823,-10,10,-22,-13,-5,-2,-2,-54
EUW1_7702824679,100,1,11396,16761,24,-24,28,24,9,3,2,58
EUW1_7702824679,200,0,-11396,-16761,-24,24,-28,-24,-9,-3,-2,-58
EUW1_7702825559,100,0,-11546,-24300,-20,20,-45,-13,-9,1,-2,-68
EUW1_7702825559,200,1,11546,24300,20,-20,45,13,9,-1,2,68
EUW1_7702826123,100,0,-4362,-13965,1,-1,8,23,2,-1,0,-70
EUW1_7702826123,200,1,4362,13965,-1,1,-8,-23,-2,1,0,70
EUW1_7702826127,100,1,3066,-18573,-3,4,-8,-12,2,-1,0,-41
EUW1_7702826127,200,0,-3066,18573,3,-4,8,12,-2,1,0,41
EUW1_7702827121,100,1,6669,-7278,20,-20,27,8,3,2,1,-20
EUW1_7702827121,200,0,-6669,7278,-20,20,-27,-8,-3,-2,-1,20
EUW1_7702828046,100,1,11333,30829,24,-23,45,54,5,0,1,59
EUW1_7702828046,200,0,-11333,-30829,-24,23,-45,-54,-5,0,-1,-59
EUW1_7702828659,100,0,-8867,-53075,-16,16,-17,4,-6,-4,1,-40
EUW1_7702828659,200,1,8867,53075,16,-16,17,-4,6,4,-1,40
EUW1_7702828874,100,1,12209,35662,10,-10,8,-15,8,2,1,103
EUW1_7702828874,200,0,-12209,-35662,-10,10,-8,15,-8,-2,-1,-103
EUW1_7702829315,100,1,10435,22900,19,-19,26,15,4,1,0,104
EUW1_7702829315,200,0,-10435,-22900,-19,19,-26,-15,-4,-1,0,-104
EUW1_7702829564,100,1,12661,160,14,-14,25,23,8,0,1,-43
EUW1_7702829564,200,0,-12661,-160,-14,14,-25,-23,-8,0,-1,43
EUW1_7702829755,100,1,10159,41588,18,-18,9,10,7,-1,1,29
EUW1_7702829755,200,0,-10159,-41588,-18,18,-9,-10,-7,1,-1,-29
EUW1_7702829898,100,1,12628,8357,12,-12,8,-10,7,3,0,136
EUW1_7702829898,200,0,-12628,-8357,-12,12,-8,10,-7,-3,0,-136
EUW1_7702830727,100,0,-9017,-318,-10,10,-46,13,-8,1,-1,-27
EUW1_7702830727,200,1,9017,318,10,-10,46,-13,8,-1,1,27
EUW1_7702831229,100,0,-10954,-20076,-21,21,-18,-12,-3,-2,0,-70
EUW1_7702831229,200,1,10954,20076,21,-21,18,12,3,2,0,70
EUW1_7702831285,100,1,5186,11607,0,-1,9,-8,6,0,2,29
EUW1_7702831285,200,0,-5186,-11607,0,1,-9,8,-6,0,-2,-29
EUW1_7702831291,100,0,64,-226,0,0,0,0,0,0,0,4
EUW1_7702831291,200,1,-64,226,0,0,0,0,0,0,0,-4
EUW1_7702831354,100,1,15048,29302,24,-23,25,9,7,0,0,183
EUW1_7702831354,200,0,-15048,-29302,-24,23,-25,-9,-7,0,0,-183
EUW1_7702831482,100,0,-11733,-34648,-14,14,-31,-39,-7,-3,-2,-70
EUW1_7702831482,200,1,11733,34648,14,-14,31,39,7,3,2,70
EUW1_7702832127,100,0,-5351,-9729,-8,8,-9,6,-1,0,0,-46
EUW1_7702832127,200,1,5351,9729,8,-8,9,-6,1,0,0,46
EUW1_7702832136,100,0,-4038,-32182,-30,30,-35,-1,-4,1,-1,15
EUW1_7702832136,200,1,4038,32182,30,-30,35,1,4,-1,1,-15
EUW1_7702832335,100,1,5968,16792,8,-8,34,134,5,2,3,-61
EUW1_7702832335,200,0,-5968,-16792,-8,8,-34,-134,-5,-2,-3,61
EUW1_7702832435,100,0,-6265,-10429,-12,12,-24,-8,-2,-2,0,-26
EUW1_7702832435,200,1,6265,10429,12,-12,24,8,2,2,0,26
EUW1_7702833374,100,0,-12534,-19111,-22,22,-15,-20,-8,-4,-1,-42
EUW1_7702833374,200,1,12534,19111,22,-22,15,20,8,4,1,42
EUW1_7702833382,100,1,3783,-25,4,-4,-6,18,2,3,-1,53
EUW1_7702833382,200,0,-3783,25,-4,4,6,-18,-2,-3,1,-53
EUW1_7702833420,100,1,16598,42668,25,-25,52,6,7,-2,1,39
EUW1_7702833420,200,0,-16598,-42668,-25,25,-52,-6,-7,2,-1,-39
EUW1_7702833451,100,1,2444,-630,5,-5,-5,-6,4,-1,1,-75
EUW1_7702833451,200,0,-2444,630,-5,5,5,6,-4,1,-1,75
EUW1_7702833873,100,0,-6513,-42300,-4,4,-19,-26,-2,-2,0,-78
EUW1_7702833873,200,1,6513,42300,4,-4,19,26,2,2,0,78
EUW1_7702833894,100,0,-4810,-9782,-7,7,-12,-13,-1,0,0,-21
EUW1_7702833894,200,1,4810,9782,7,-7,12,13,1,0,0,21
EUW1_7702834150,100,0,-462,-1033,3,-3,-12,-55,-7,1,-2,93
EUW1_7702834150,200,1,462,1033,-3,3,12,55,7,-1,2,-93
EUW1_7702834330,100,0,-9602,-5705,-24,24,-52,8,-3,-3,-2,18
EUW1_7702834330,200,1,9602,5705,24,-24,52,-8,3,3,2,-18
EUW1_7702835846,100,0,-11689,-23592,-6,6,-12,-30,-7,0,1,-91
EUW1_7702835846,200,1,11689,23592,6,-6,12,30,7,0,-1,91
EUW1_7702835891,100,0,-4789,653,2,-2,10,-2,-6,0,-1,-137
EUW1_7702835891,200,1,4789,-653,-2,2,-10,2,6,0,1,137
EUW1_7702836227,100,1,11244,31243,20,-19,36,55,5,1,2,43
EUW1_7702836227,200,0,-11244,-31243,-20,19,-36,-55,-5,-1,-2,-43
EUW1_7702836549,100,1,10283,4161,3,-3,-4,22,6,5,0,235
EUW1_7702836549,200,0,-10283,-4161,-3,3,4,-22,-6,-5,0,-235
EUW1_7702836733,100,0,-13123,-14032,-12,12,-31,-41,-9,-1,-1,-124
EUW1_7702836733,200,1,13123,14032,12,-12,31,41,9,1,1,124
EUW1_7702836967,100,1,2065,-25736,0,0,-8,-30,6,3,1,81
EUW1_7702836967,200,0,-2065,25736,0,0,8,30,-6,-3,-1,-81
EUW1_7702837205,100,1,12537,45738,21,-21,13,18,7,0,2,97
EUW1_7702837205,200,0,-12537,-45738,-21,21,-13,-18,-7,0,-2,-97
EUW1_7702837390,100,1,14420,-96,15,-15,25,43,7,3,1,11
EUW1_7702837390,200,0,-14420,96,-15,15,-25,-43,-7,-3,-1,-11
EUW1_7702837799,100,1,3424,24890,16,-16,17,-13,0,4,-2,-61
EUW1_7702837799,200,0,-3424,-24890,-16,16,-17,13,0,-4,2,61
EUW1_7702838554,100,0,2416,7303,-3,3,-26,17,-1,-1,1,50
EUW1_7702838554,200,1,-2416,-7303,3,-3,26,-17,1,1,-1,-50
EUW1_7702839602,100,0,-3222,-43441,-1,1,-16,59,-2,-2,1,21
EUW1_7702839602,200,1,3222,43441,1,-1,16,-59,2,2,-1,-21
EUW1_7702839629,100,0,-9515,-6705,-20,20,-22,-21,-7,-3,0,-81
EUW1_7702839629,200,1,9515,6705,20,-20,22,21,7,3,0,81
EUW1_7702840942,100,0,-9422,-25627,-19,19,-19,-11,-6,-3,-1,-112
EUW1_7702840942,200,1,9422,25627,19,-19,19,11,6,3,1,112
EUW1_7702841083,100,0,-12070,-17233,-18,18,-23,16,-8,-3,-1,-153
EUW1_7702841083,200,1,12070,17233,18,-18,23,-16,8,3,1,153
EUW1_7702841089,100,1,7791,30858,15,-15,36,6,4,3,0,-52
EUW1_7702841089,200,0,-7791,-30858,-15,15,-36,-6,-4,-3,0,52
EUW1_7702841263,100,1,8544,4316,4,-4,7,-4,10,1,1,82
EUW1_7702841263,200,0,-8544,-4316,-4,4,-7,4,-10,-1,-1,-82
EUW1_7702841540,100,1,13793,32749,8,-8,27,-20,6,1,1,38
EUW1_7702841540,200,0,-13793,-32749,-8,8,-27,20,-6,-1,-1,-38
EUW1_7702841643,100,0,-622,-257,-1,1,0,0,0,0,0,-12
EUW1_7702841643,200,1,622,257,1,-1,0,0,0,0,0,12
EUW1_7702841742,100,0,-9716,-34528,-23,23,-31,-8,-6,-1,1,-91
EUW1_7702841742,200,1,9716,34528,23,-23,31,8,6,1,-1,91
EUW1_7702841752,100,1,10206,18902,21,-21,27,16,6,2,1,7
EUW1_7702841752,200,0,-10206,-18902,-21,21,-27,-16,-6,-2,-1,-7
EUW1_7702841794,100,1,16184,37310,17,-17,21,18,8,0,1,53
EUW1_7702841794,200,0,-16184,-37310,-17,17,-21,-18,-8,0,-1,-53
EUW1_7702842129,100,1,5384,18574,7,-6,30,13,3,1,1,7
EUW1_7702842129,200,0,-5384,-18574,-7,6,-30,-13,-3,-1,-1,-7
EUW1_7702842322,100,0,-7799,4584,-4,3,-8,-35,-7,-3,-2,-127
EUW1_7702842322,200,1,7799,-4584,4,-3,8,35,7,3,2,127
EUW1_7702842396,100,0,-8954,-16921,-3,3,-11,-5,-5,-3,-1,-83
EUW1_7702842396,200,1,8954,16921,3,-3,11,5,5,3,1,83
EUW1_7702843577,100,0,-6410,-22898,-18,18,-39,11,-7,-3,-1,38
EUW1_7702843577,200,1,6410,22898,18,-18,39,-11,7,3,1,-38
EUW1_7702843942,100,1,7180,2663,16,-16,28,40,7,1,1,-78
EUW1_7702843942,200,0,-7180,-2663,-16,16,-28,-40,-7,-1,-1,78
EUW1_7702844453,100,1,10815,17570,14,-14,20,-2,4,2,0,76
EUW1_7702844453,200,0,-10815,-17570,-14,14,-20,2,-4,-2,0,-76
EUW1_7702844937,100,0,-88,-25762,-5,5,-16,1,2,-3,-3,79
EUW1_7702844937,200,1,88,25762,5,-5,16,-1,-2,3,3,-79
EUW1_7702845312,100,0,-12586,-24860,-12,11,-14,-34,-6,1,-2,-95
EUW1_7702845312,200,1,12586,24860,12,-11,14,34,6,-1,2,95
EUW1_7702845825,100,1,12193,25998,17,-17,15,35,6,4,0,135
EUW1_7702845825,200,0,-12193,-25998,-17,17,-15,-35,-6,-4,0,-135
EUW1_7702846049,100,0,-10298,-8247,-14,14,-26,-30,-3,-2,-1,-34
EUW1_7702846049,200,1,10298,8247,14,-14,26,30,3,2,1,34
EUW1_7702846190,100,0,-14205,-33311,-16,16,-35,-26,-5,0,-1,-101
EUW1_7702846190,200,1,14205,33311,16,-16,35,26,5,0,1,101
EUW1_7702846946,100,1,15355,59068,27,-27,28,71,9,-1,1,80
EUW1_7702846946,200,0,-15355,-59068,-27,27,-28,-71,-9,1,-1,-80
EUW1_7702847268,100,0,-3073,-24997,-2,2,-18,-31,-4,1,-2,57
EUW1_7702847268,200,1,3073,24997,2,-2,18,31,4,-1,2,-57
EUW1_7702847563,100,0,-13238,-20255,-28,28,-26,-25,-9,-3,-1,-62
EUW1_7702847563,200,1,13238,20255,28,-28,26,25,9,3,1,62
EUW1_7702847900,100,1,14079,-2082,13,-14,28,30,5,3,1,94
EUW1_7702847900,200,0,-14079,2082,-13,14,-28,-30,-5,-3,-1,-94
EUW1_7702848055,100,1,12704,13828,21,-22,12,11,9,4,1,101
EUW1_7702848055,200,0,-12704,-13828,-21,22,-12,-11,-9,-4,-1,-101
EUW1_7702848228,100,1,6139,37055,4,-3,16,-27,-1,2,0,178
EUW1_7702848228,200,0,-6139,-37055,-4,3,-16,27,1,-2,0,-178
EUW1_7702848596,100,1,7404,24194,11,-11,45,-30,8,0,1,2
EUW1_7702848596,200,0,-7404,-24194,-11,11,-45,30,-8,0,-1,-2
EUW1_7702848639,100,1,4586,9542,5,-5,-18,-4,8,2,2,-25
EUW1_7702848639,200,0,-4586,-9542,-5,5,18,4,-8,-2,-2,25
EUW1_7702848765,100,1,7013,5516,16,-16,20,-3,4,0,1,-104
EUW1_7702848765,200,0,-7013,-5516,-16,16,-20,3,-4,0,-1,104
EUW1_7702849174,100,0,-13726,-19317,-13,13,-16,-5,-10,-2,-1,-68
EUW1_7702849174,200,1,13726,19317,13,-13,16,5,10,2,1,68
EUW1_7702849376,100,0,-9981,-23070,-19,19,-42,-30,-8,-2,-1,-9
EUW1_7702849376,200,1,9981,23070,19,-19,42,30,8,2,1,9
EUW1_7702849382,100,0,-9468,-35033,-15,15,-18,-37,-8,2,-1,-82
EUW1_7702849382,200,1,9468,35033,15,-15,18,37,8,-2,1,82
EUW1_7702849841,100,1,10561,29670,18,-19,24,35,2,3,1,73
EUW1_7702849841,200,0,-10561,-29670,-18,19,-24,-35,-2,-3,-1,-73
EUW1_7702850167,100,1,581,739,1,-1,1,1,0,0,0,4
EUW1_7702850167,200,0,-581,-739,-1,1,-1,-1,0,0,0,-4
EUW1_7702850343,100,1,8801,17542,1,-1,-20,-1,7,1,0,16
EUW1_7702850343,200,0,-8801,-17542,-1,1,20,1,-7,-1,0,-16
EUW1_7702850829,100,0,-12880,-18924,-18,18,-29,-5,-7,-2,-1,-106
EUW1_7702850829,200,1,12880,18924,18,-18,29,5,7,2,1,106
EUW1_7702850981,100,0,-3562,-5380,-11,10,-15,14,-3,-3,1,-45
EUW1_7702850981,200,1,3562,5380,11,-10,15,-14,3,3,-1,45
EUW1_7702851490,100,0,-7045,-5564,-14,14,-27,34,-1,-4,-2,56
EUW1_7702851490,200,1,7045,5564,14,-14,27,-34,1,4,2,-56
EUW1_7702851577,100,1,6509,6990,20,-20,39,-32,1,2,1,-123
EUW1_7702851577,200,0,-6509,-6990,-20,20,-39,32,-1,-2,-1,123
EUW1_7702851824,100,0,-15000,-52306,-27,27,-45,-40,-8,-3,-1,-81
EUW1_7702851824,200,1,15000,52306,27,-27,45,40,8,3,1,81
EUW1_7702851993,100,1,4840,22737,5,-5,24,19,5,3,1,-41
EUW1_7702851993,200,0,-4840,-22737,-5,5,-24,-19,-5,-3,-1,41
EUW1_7702852146,100,0,-14806,-44131,-19,19,-26,-3,-9,-1,-1,-169
EUW1_7702852146,200,1,14806,44131,19,-19,26,3,9,1,1,169
EUW1_7702853067,100,0,-7974,-32589,-20,20,-17,-54,-4,-1,-2,38
EUW1_7702853067,200,1,7974,32589,20,-20,17,54,4,1,2,-38
EUW1_7702853424,100,1,8023,67,8,-8,19,-10,6,2,2,-39
EUW1_7702853424,200,0,-8023,-67,-8,8,-19,10,-6,-2,-2,39
EUW1_7702853495,100,0,1760,44756,8,-8,20,-79,-3,-1,-2,-2
EUW1_7702853495,200,1,-1760,-44756,-8,8,-20,79,3,1,2,2
EUW1_7702854867,100,0,-8113,-28443,-15,15,-18,-31,-5,-3,-1,-8
EUW1_7702854867,200,1,8113,28443,15,-15,18,31,5,3,1,8
EUW1_7702855445,100,1,12997,29833,20,-20,27,13,9,3,1,64
EUW1_7702855445,200,0,-12997,-29833,-20,20,-27,-13,-9,-3,-1,-64
EUW1_7702856087,100,0,-13431,-55628,-9,9,-15,-25,-6,-2,-1,-124
EUW1_7702856087,200,1,13431,55628,9,-9,15,25,6,2,1,124
EUW1_7702856133,100,0,-9208,6280,-5,5,-28,-33,-4,0,-1,-62
EUW1_7702856133,200,1,9208,-6280,5,-5,28,33,4,0,1,62
EUW1_7702856485,100,0,-13028,-27414,-11,11,-20,-16,-8,-4,0,-146
EUW1_7702856485,200,1,13028,27414,11,-11,20,16,8,4,0,146
EUW1_7702856538,100,0,-4967,-8861,-4,3,-8,15,-1,-1,2,-73
EUW1_7702856538,200,1,4967,8861,4,-3,8,-15,1,1,-2,73
EUW1_7702857250,100,0,-13235,-17905,-20,20,-26,-54,-10,-2,-1,-37
EUW1_7702857250,200,1,13235,17905,20,-20,26,54,10,2,1,37
EUW1_7702857310,100,0,-3089,35269,-6,6,12,44,-1,0,-2,-24
EUW1_7702857310,200,1,3089,-35269,6,-6,-12,-44,1,0,2,24
EUW1_7702857322,100,1,17295,82950,21,-21,52,43,7,4,0,10
EUW1_7702857322,200,0,-17295,-82950,-21,21,-52,-43,-7,-4,0,-10
EUW1_7702857773,100,0,-2332,-3803,3,-3,24,16,0,0,1,-54
EUW1_7702857773,200,1,2332,3803,-3,3,-24,-16,0,0,-1,54
EUW1_7702857908,100,0,-11211,-19019,-12,12,-13,-14,-3,0,0,-122
EUW1_7702857908,200,1,11211,19019,12,-12,13,14,3,0,0,122
EUW1_7702858090,100,0,-8272,-58066,-14,13,-23,-27,-2,-4,1,-120
EUW1_7702858090,200,1,8272,58066,14,-13,23,27,2,4,-1,120
EUW1_7702858579,100,0,-7238,-41458,-5,5,-24,31,-7,-1,0,-189
EUW1_7702858579,200,1,7238,41458,5,-5,24,-31,7,1,0,189
EUW1_7702859171,100,0,1478,-70853,-11,11,-11,-36,-6,-3,1,46
EUW1_7702859171,200,1,-1478,70853,11,-11,11,36,6,3,-1,-46
EUW1_7702859514,100,1,10829,36525,15,-15,15,-26,9,3,0,125
EUW1_7702859514,200,0,-10829,-36525,-15,15,-15,26,-9,-3,0,-125
EUW1_7702859646,100,1,5393,11467,2,-2,-4,-3,4,3,1,-13
EUW1_7702859646,200,0,-5393,-11467,-2,2,4,3,-4,-3,-1,13
EUW1_7702859889,100,1,13015,16398,12,-12,7,23,9,4,2,61
EUW1_7702859889,200,0,-13015,-16398,-12,12,-7,-23,-9,-4,-2,-61
EUW1_7702861167,100,0,-1203,-7714,19,-19,26,43,-1,1,1,-94
EUW1_7702861167,200,1,1203,7714,-19,19,-26,-43,1,-1,-1,94
EUW1_7702861259,100,0,-5837,-21419,-16,16,-22,-18,-1,0,0,18
EUW1_7702861259,200,1,5837,21419,16,-16,22,18,1,0,0,-18
EUW1_7702862253,100,0,-12079,-8047,-15,15,-13,-24,-8,-2,-1,-11
EUW1_7702862253,200,1,12079,8047,15,-15,13,24,8,2,1,11
EUW1_7702862570,100,0,-16376,-28444,-17,17,-26,-75,-9,-4,-1,-141
EUW1_7702862570,200,1,16376,28444,17,-17,26,75,9,4,1,141
EUW1_7702863170,100,0,-9863,-22170,-19,19,-25,-34,-8,1,0,-93
EUW1_7702863170,200,1,9863,22170,19,-19,25,34,8,-1,0,93
EUW1_7702863573,100,0,-10082,-3747,-7,7,-12,-61,-7,-3,-1,-77
EUW1_7702863573,200,1,10082,3747,7,-7,12,61,7,3,1,77
EUW1_7702863620,100,1,9649,14988,21,-21,19,-8,3,-1,0,73
EUW1_7702863620,200,0,-9649,-14988,-21,21,-19,8,-3,1,0,-73
EUW1_7702863683,100,1,3360,796,5,-5,5,-16,0,-1,0,45
EUW1_7702863683,200,0,-3360,-796,-5,5,-5,16,0,1,0,-45
EUW1_7702864538,100,0,-7890,-6729,-8,9,-22,-12,0,1,-1,-25
EUW1_7702864538,200,1,7890,6729,8,-9,22,12,0,-1,1,25
EUW1_7702865150,100,0,-7443,-44916,-10,10,-6,10,-3,-2,-1,-37
EUW1_7702865150,200,1,7443,44916,10,-10,6,-10,3,2,1,37
EUW1_7702865478,100,0,-7752,-34112,-2,3,12,9,-6,-1,-2,-70
EUW1_7702865478,200,1,7752,34112,2,-3,-12,-9,6,1,2,70
EUW1_7702865644,100,1,13012,73637,31,-31,29,44,8,2,2,-2
EUW1_7702865644,200,0,-13012,-73637,-31,31,-29,-44,-8,-2,-2,2
EUW1_7702865968,100,0,-3987,2352,-3,3,-31,26,-2,-4,-1,41
EUW1_7702865968,200,1,3987,-2352,3,-3,31,-26,2,4,1,-41
EUW1_7702866222,100,1,7731,11832,16,-16,23,-3,3,2,0,69
EUW1_7702866222,200,0,-7731,-11832,-16,16,-23,3,-3,-2,0,-69
EUW1_7702866891,100,1,2456,27207,2,-2,-20,128,6,6,-2,32
EUW1_7702866891,200,0,-2456,-27207,-2,2,20,-128,-6,-6,2,-32
EUW1_7702867369,100,1,1484,-1913,1,-2,-17,39,6,0,1,-73
EUW1_7702867369,200,0,-1484,1913,-1,2,17,-39,-6,0,-1,73
EUW1_7702867928,100,0,-7053,-36549,-8,9,-8,-41,-6,-2,-1,-100
EUW1_7702867928,200,1,7053,36549,8,-9,8,41,6,2,1,100
EUW1_7702867950,100,1,9058,-16387,11,-11,12,6,7,2,0,141
EUW1_7702867950,200,0,-9058,16387,-11,11,-12,-6,-7,-2,0,-141
EUW1_7702868355,100,0,-6384,-18028,-11,11,-26,-11,-2,-2,0,-49
EUW1_7702868355,200,1,6384,18028,11,-11,26,11,2,2,0,49
EUW1_7702868713,100,0,-6331,-44156,-3,2,-22,-23,-4,-1,-1,-88
EUW1_7702868713,200,1,6331,44156,3,-2,22,23,4,1,1,88
EUW1_7702868909,100,1,16158,49027,31,-31,22,34,10,2,0,157
EUW1_7702868909,200,0,-16158,-49027,-31,31,-22,-34,-10,-2,0,-157
EUW1_7702870005,100,0,-9087,-6045,7,-8,1,44,-8,2,-2,-63
EUW1_7702870005,200,1,9087,6045,-7,8,-1,-44,8,-2,2,63
EUW1_7702870462,100,0,-2122,10471,-3,3,-17,9,-3,-1,-1,48
EUW1_7702870462,200,1,2122,-10471,3,-3,17,-9,3,1,1,-48
EUW1_7702871391,100,1,10306,1443,11,-11,5,55,7,2,1,128
EUW1_7702871391,200,0,-10306,-1443,-11,11,-5,-55,-7,-2,-1,-128
EUW1_7702871775,100,0,-13321,-28281,-15,15,-30,-41,-10,-4,-1,-79
EUW1_7702871775,200,1,13321,28281,15,-15,30,41,10,4,1,79
EUW1_7702872256,100,0,-10336,-599,-9,9,-26,-3,-9,0,-1,-50
EUW1_7702872256,200,1,10336,599,9,-9,26,3,9,0,1,50
EUW1_7702872500,100,0,-10095,-17329,-7,6,-40,21,-4,-1,0,15
EUW1_7702872500,200,1,10095,17329,7,-6,40,-21,4,1,0,-15
EUW1_7702872514,100,1,4860,12644,15,-15,22,21,5,5,2,-74
EUW1_7702872514,200,0,-4860,-12644,-15,15,-22,-21,-5,-5,-2,74
EUW1_7702872818,100,1,5334,-4590,10,-10,17,30,4,4,0,29
EUW1_7702872818,200,0,-5334,4590,-10,10,-17,-30,-4,-4,0,-29
EUW1_7702872912,100,0,-9945,-33902,-10,11,-6,-42,-8,-2,-1,-73
EUW1_7702872912,200,1,9945,33902,10,-11,6,42,8,2,1,73
EUW1_7702873530,100,0,-12867,-148203,-34,34,-96,12,0,-1,-3,61
