puuid,avg_kda,avg_cs_per_min,avg_gold_per_min,avg_damage_per_min,avg_vision,avg_vision_per_min,avg_kill_participation,team_first_blood_rate,team_first_tower_rate,team_first_dragon_rate,player_first_blood_rate,win_rate,champ_pool_size,main_role,matches_used,tier,recent_form_30,recent_form_10,kda_consistency,champion_pool,role_focus_pct,gold_std,damage_std,goldPerMinute,damagePerMinute,visionScorePerMinute,skillshotAccuracy,killParticipation,controlWardsPlaced,wardTakedowns,soloKills,deathTimeRatio,earlyCS,turretPlates,killsNearTurret,epicMonsterSteals,objectivesStolen,bountyGold,champion_pool_size,role_consistency,total_games,matches_analyzed,wins_in_matches
--Q9WQ05YADeEIfiAc0WdFxj2W9jOB857MvtetaDh6uy1ZskLJ-3Gr9ff4XtLfqQ2i3NGoGuOjJkWQ,6.171579531579532,1.1173014855923706,492.17683796153807,802.3078770069192,28.45,0.9196673042423148,0.4431750702539723,0.5,0.6,0.55,0.15,0.52,6,JUNGLE,20,Gold,0.6,0.7,5.845145421629816,15,0.42,81.21408247134715,321.7566117216423,471.8020067161061,846.411028760096,0.6978881798560025,0.5756666828562929,0.4597693360743438,1.06,2.62,1.42,0.09974760459636553,66.56500003635884,7.16,1.24,1,1,258.7113851928711,15,0.42,50,50,26
-20zfEu2Jf0xpggy2sdi1ncVNZZgrPcSeBX6mNRZBRcMJSI3IChq-lmV6BEAXNINXzejk0kubLdGeA,2.474718614718615,6.057193771038039,439.5934982974445,827.5630947730812,15.35,0.5673848803326572,0.4232969550332758,0.45,0.5,0.5,0.1,0.54,16,BOTTOM,20,Gold,0.5,0.3,7.272346595150704,33,0.36,86.21177612737085,441.0143028881519,433.7836997128192,842.7702762056574,0.5790387752020196,0.47882665635219207,0.4586410179202563,0.06,0.98,2.12,0.1069137214069201,62.40500001788139,7.14,2.36,5,5,274.05451263427733,33,0.36,50,50,27
-3SSGr-KnG0oXgzGD5ZlcPM14faNjuJIlrmtWo7S-Q88tI-zfa6DscoqCOOsx7xr5Jj_VPvE19aHJg,2.4543650793650795,0.9373223228322152,351.685039561043,419.3288409574316,45.0,1.7636173921560006,0.5266529363791199,0.5,0.5,0.55,0.3,0.4,3,UTILITY,20,Master,0.4,0.2,5.656332734201552,4,0.98,59.70606689765727,167.58346589382444,353.07967942919794,476.83511733171093,2.139666653747525,0.5176441334771906,0.5538489696605418,3.8482142857142856,5.125,0.6875,0.09923948782513722,14.892857142857142,5.196428571428571,1.4464285714285714,0,0,171.66628456115723,7,0.9464285714285714,112,112,50
-5-zW5UbyN95ozyXvsy6IOUsDnulN7WvT11Zl9D0qcqTK2Gzl3L0wdBkYl7PcDMpvLTmoEkiKC0q9g,3.391742424242425,7.112844836140157,412.1200666383263,721.1087817631384,22.2,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.56,8,BOTTOM,20,Platinum,0.6666666666666666,0.7,5.760696572464132,21,0.62,95.21005201404884,386.5186095696091,472.168435265664,858.0618249661592,0.85956583754911,0.46022705988554113,0.4872878458375306,1.0,2.74,1.04,0.09211995979098252,56.48500001251698,9.26,1.62,0,0,155.17665252685546,21,0.62,50,50,28
-5YPXTdesX0f_kl2FpCULEpAM9zfGcKPpBTwb_frlNILSBmTyhjL7aXBUDXZrGzz2r8hHn82t0351Q,2.43577380952381,7.520423522312763,453.6269966622569,861.3151408660042,23.5,0.7581954162749571,0.4521129721122121,0.3,0.35,0.45,0.0,0.58,8,TOP,20,Emerald,0.5333333333333333,0.6,5.169238338478889,13,0.2,72.88562386899903,309.9280489946404,441.6638492072751,841.1787511739041,0.5885135378106511,0.4918537597126025,0.4208583191254502,0.0,1.58,1.48,0.10166661883862087,66.95600000202656,7.78,1.8,0,0,193.56088500976563,13,0.58,50,50,29
-5cT_p5mN_wG0fPnNxp-3s5WRK-vm32_mO8n1s8C-9pj07dhlCIo5kFATNxjqqxS22c2V-IvZucW-g,3.9583333333333335,2.3735758204840334,313.9582539991318,432.2242074174637,48.1,1.6052520323414452,0.4799917296898986,0.65,0.35,0.65,0.1,0.52,11,UTILITY,20,Emerald,0.5666666666666667,0.9,2.778043376191236,25,0.56,58.605852886659584,284.91774935526297,341.3047167118313,490.09738030517457,1.3898910165479395,0.4761863818675582,0.48661743429285553,0.88,5.22,0.32,0.06474447310917102,36.91200000345707,7.82,0.56,0,0,70.15913146972656,25,0.56,50,50,26
-6GTy3MIe3mhqQEKzr-vGSWEjkQno_Ot0t87Hoi9UO98wbo3OwrhoasCKO7HOKKcopcBh4BYts1R5g,6.088369963369964,0.7981722070037516,270.5408360039713,174.22484087990023,62.1875,1.728380770021488,0.5262720242727521,0.4375,0.375,0.375,0.1875,0.4375,4,UTILITY,16,Iron,0.4375,0.6,3.654914285930656,4,0.9375,33.19889151480215,116.94678861011536,270.61259359120845,174.25934887702581,1.7115505846223202,0.43197541115478816,0.5262720242727522,1.375,3.1875,0.125,0.07070956860850854,10.8125,4.4375,0.1875,0,0,58.01301193237305,4,0.9375,16,16,7
-6q2Cy4q6Kn94OsC8vp-KPAwbiXN4mtl9gPpBWe7k1vJm9HUsU0q97LizgOP72mrNYXCaDOwuoexZQ,3.305,2.334961629418511,348.5250598362093,508.51078693555183,15.8,0.7315417753363038,0.4660020213759263,0.5,0.3,0.4,0.0,0.4,10,UTILITY,10,Iron,0.4,0.4,3.5743006308927066,10,0.8,77.97218613468003,179.92426712059904,348.6928431369562,508.744608113098,0.7076510022499792,0.40813737385834,0.4660020213759262,0.0,0.6,0.7,0.08377019560788242,21.1,8.6,1.2,0,0,67.30187530517578,10,0.8,10,10,4
-6tyMkhUo00UdeDL0R0wfBwalF8ZEUo2Fbqmxyx4o7bTLZpBd3RpmRkEPJLyp4cLw5yOcol0DipZXA,4.732083333333333,7.041849528217938,427.0262780560678,905.943370616924,19.0,0.6363447837890556,0.4900002619973128,0.6,0.7,0.6,0.25,0.5,7,MIDDLE,20,Emerald,0.4666666666666667,0.6,5.645715189415776,11,0.9,68.68135292087146,320.99591184888146,418.3824329923828,874.0066730647665,0.7401324145444163,0.5274497142912412,0.487235779618897,0.2545454545454545,2.090909090909091,1.8,0.0757351470804866,75.03272727294402,6.963636363636364,1.8,1,1,234.70291595458986,13,0.8727272727272727,55,55,25
-9FOT3wcWBteK4_lme_4HswBdgSBy-D84-OM4sRKaZLNMPpbtPWQKyxebjFd_PfeghUY8rtvdf7rEw,6.159722222222222,5.156893015936336,380.5402966880248,540.6819781670016,10.666666666666666,0.392135359638031,0.3634265614275909,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,3,BOTTOM,6,Iron,0.6666666666666666,0.6666666666666666,3.601938135689359,3,1.0,36.42765404123108,127.04156274534982,380.60871096085344,540.7893837374526,0.3702671945788218,0.8417623007659262,0.36342656142759094,0.0,0.16666666666666666,0.6666666666666666,0.059913833928409564,58.666666666666664,9.666666666666666,1.8333333333333333,1,1,93.99701436360677,3,1.0,6,6,4
-D8diJiYgULdTLN0PF2m6pJhECuMB8Rr3B4TjtITcIas7jDmUaw6ymUFqGSPTdEwMDcxY99zK1ae7g,2.0841450216450217,5.565542617286764,460.1049439279535,823.8905013669828,19.35,0.6211910573897838,0.404442213363392,0.35,0.25,0.45,0.2,0.48,6,BOTTOM,20,Bronze,0.5333333333333333,0.5,6.753562023110471,7,0.94,101.24447452867484,465.8618213065416,438.0179118117051,751.9620638615364,0.5804805316483787,0.6049418706047961,0.4095074217007475,0.4,1.64,1.0,0.10366570695430605,52.16000000178814,2.0,1.7,0,0,278.0913536071777,7,0.94,50,50,24
-DNdijDShaoYwDKAsfsMMS7tv8_slmTg6XRx-hckzJrZihff_D1nDXKg74D1oqWSrkA4eGNNs5LCcg,3.029543650793651,1.2422051731285992,288.3749743218633,373.67416381632654,59.55,1.8895326726103,0.5289196758777842,0.5,0.35,0.6,0.1,0.44,9,UTILITY,20,Bronze,0.4333333333333333,0.8,2.9365157925677834,13,1.0,35.58980890278555,244.46046148436983,296.3986159633289,488.3793263935396,1.7128823606306318,0.44566275095777697,0.5169030758899505,4.46,6.54,0.3,0.10769444111820109,13.63,1.78,0.42,1,1,90.04788208007812,13,1.0,50,50,22
-F9LpTjjYyAPWTxGLz9a764ZO34ie0EFCBt5cQv2ra_lK2lIM3QQXHd4_AivICC3K7jgsWf7a94YIg,3.401855158730158,1.3317115234311534,317.0162941264349,386.0274984107717,58.65,1.7612606477451276,0.478581327461529,0.35,0.4,0.35,0.1,0.6,12,UTILITY,20,Gold,0.5666666666666667,0.6,4.825194296606097,14,0.84,54.720216181476594,201.15776575865385,308.08625380776715,358.46277455155564,2.0499283608530234,0.48901661832149274,0.4957842831479368,2.82,5.7,0.4,0.07775483829174039,17.640000004172325,1.48,0.3,1,1,60.200116271972654,14,0.84,50,50,30
-GqRcYpLc5fZ33Cnmx2ikkKvt0_ZIN3lXhzne3etlESyZBWCQ5Lrxe9Trm5lpAbajqSvVsPbtOve6g,3.0743849206349205,7.827951070457358,479.19274569303104,885.0100069220674,17.4,0.655851148878628,0.3979813824186529,0.3,0.35,0.4,0.05,0.54,10,BOTTOM,20,Grandmaster,0.5666666666666667,0.7,6.775699225910193,16,0.74,111.4957522421904,418.3612104505422,489.6147992620146,943.417205193294,0.8039860330224619,0.5657736165464284,0.48047061157398663,0.8382352941176471,3.0,0.7941176470588235,0.09641888090481128,65.06617647497093,8.764705882352942,1.3235294117647058,0,0,223.15116108165068,19,0.7352941176470589,68,68,37
-J94QISXG3a1M2FQU7p0JhKYmIN99Z2g1M5Se074hstreQd5f3dqg3jrCyqazEHc1MOeJBiuUHyIXw,4.0581547619047615,4.6313031046453,412.5304127374434,828.9970805017817,19.4,0.7031788927575044,0.4372672989214735,0.55,0.65,0.45,0.25,0.5517241379310345,14,TOP,20,Gold,0.5517241379310345,0.6,6.413341196537921,19,0.3103448275862069,101.14344898068404,414.8600130597858,417.030843961596,848.1929171127333,0.6357835359423841,0.4382585888435364,0.4398795561335413,0.3448275862068966,1.793103448275862,1.8620689655172413,0.09912323731890206,57.17241380543545,2.8620689655172415,1.5862068965517242,0,0,149.21713783001078,19,0.3448275862068966,29,29,16
-KYlMUzj4VsDW3laMW4FP5YhHRiOgOC8h_ZVx_X5Ju8ghaJsncANZN2CpQkblGvbPzDvL5Hx3o_UEA,3.063650793650793,6.971172083485203,448.6220111857514,891.4930733967116,24.75,0.8711789116009039,0.4099911942866711,0.55,0.55,0.45,0.2,0.56,11,TOP,20,Diamond,0.7,0.9,5.158788617495391,23,0.46,66.48444527252872,329.2391492241216,440.12039923356593,841.6096751294913,0.7947886404588903,0.45791688814024895,0.44061755350460396,0.74,2.54,1.98,0.0916176663555517,73.56800000548363,10.3,1.8,0,0,210.76299392700196,23,0.46,50,50,28
-LIBRW3AsCzckvJrcwU1pPGPi1EgL04VQYRPzB1nTIjk3Eg-zL35MU9ibKQZepSxAy7xHw3cGBTlaw,2.466904761904762,7.338166068781175,461.6776052437789,673.434438215005,23.5,0.8876359413245745,0.4612968099496995,0.55,0.5,0.25,0.15,0.44,11,BOTTOM,20,Diamond,0.4666666666666667,0.3,4.592137301954288,23,0.22,98.20890112811313,237.74662209674105,399.21486777617395,595.6312440988711,1.3416654367504255,0.41863601238134224,0.44974702358481444,1.7142857142857142,4.357142857142857,1.2142857142857142,0.10877720665575592,53.7410714328289,7.875,1.1964285714285714,1,1,190.6535065514701,24,0.3392857142857143,56,56,22
-LRuVuRI75EHN5s01wiMcUn0IPEuUogxYFUAYkpEeBP9alVIF16FpnI4zA1RqOwb94r1EdZcr9oikw,2.9167261904761905,5.379779807698337,422.146233202809,741.951718931126,38.9,1.2040160117206278,0.5075018927081674,0.4,0.6,0.35,0.1,0.46,9,BOTTOM,20,Gold,0.5666666666666667,0.6,5.615861465527796,12,0.78,100.57935175773588,347.5483068908114,429.5492413705257,745.8094849732687,0.9849230607684026,0.5186067910023493,0.49399936028178504,0.86,4.02,0.96,0.10371542268234225,51.6,2.58,1.48,0,0,311.2150875854492,12,0.78,50,50,23
-Lb6E5677ZqcJT9dC_I0F8ddPFwEAiIfo0oZw5yUbgt9OEyIoJdIK7axRMzOz83IWwsDG8cQBRf7Qw,3.1410714285714283,0.8622859812858644,294.221077552976,289.97014086095794,92.15,2.945804011982224,0.5757439746102191,0.5,0.55,0.7,0.2,0.48,13,UTILITY,20,Diamond,0.5333333333333333,0.6,3.2371901396118203,15,0.96,44.21003222879131,171.36382140626628,302.57561009716846,301.4021931882206,2.8224294298901977,0.4893559671593,0.5626945691800601,6.346153846153846,7.576923076923077,0.15384615384615385,0.07074824836925965,15.48076923076923,7.211538461538462,0.36538461538461536,0,0,29.84248469426082,15,0.9615384615384616,52,52,25
-Le-qRIkYjhR7nugHPBtdWtm9mouGTMbvAvs9NNoOX8YPRKrSExKvkbmFSI2_1EsSvyYed8gxSPFSw,2.8434415584415587,6.303173896394398,412.1200666383263,721.1087817631384,24.0,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.5,14,BOTTOM,20,Silver,0.5666666666666667,0.6,6.915180764087081,28,0.78,84.70338139728433,356.641290572242,479.0930964400684,982.9774261503794,0.8034749409727395,0.4863673967170728,0.47468994408457205,0.92,3.36,1.7,0.14603916867467617,62.63200000524521,9.02,2.34,0,0,247.58581146240235,28,0.78,50,50,25
-M7e4BVtDusa3JyHDoSPD6G_kXcTTTnY_pucr-lLhqxX4hNqgHjQDul6qAJRy07piEmv3cmp043oUw,3.87797619047619,8.19869223919606,412.1200666383263,721.1087817631384,24.75,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.52,8,BOTTOM,20,Platinum,0.5333333333333333,0.6,5.452063829413592,17,0.94,85.25441055572047,387.0692829856341,476.6419121452451,930.9298514290956,0.8697769826678455,0.5812310741713576,0.4665438400740887,0.82,4.84,0.9,0.08535307343747302,69.48,7.38,1.62,0,0,194.24535171508788,17,0.94,50,50,26
-MbuI68_oiLj9kqcx-MrLyC8IBJD7F6syBEuHxQKiVzbz4MVXsCMrSqDvBc2_-fYs5cSjOVjYLO6xA,2.168214285714285,7.14236516197997,430.65872422948087,809.3224485468033,15.85,0.6166372721456994,0.3345763056699494,0.55,0.55,0.3,0.2,0.48,13,MIDDLE,20,Diamond,0.4333333333333333,0.4,5.409214360699712,29,0.5,70.77160907936725,358.67320556283966,442.8487646431583,905.9055240877425,0.645339480358178,0.36817092049218775,0.3777913407602813,0.15384615384615385,1.4923076923076923,2.8153846153846156,0.11480786618693573,69.0153846181356,8.169230769230769,2.0307692307692307,0,0,183.29849548339843,35,0.5384615384615384,65,65,32
-MrBb4DbqxNU-sWW6-eTA5tdJXR472zN-3GM1Fc4onqGkDE_r7Cqg0rFwwreQT2w6pNOUonDmapfAA,2.958107448107448,7.347695852289557,412.1200666383263,721.1087817631384,27.25,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.52,5,MIDDLE,20,Platinum,0.5,0.6,3.947264875834912,5,0.74,58.41390322195153,196.52349317638257,381.50883399377847,750.2167105266655,0.8401553925600156,0.1389318709411426,0.3987149780182453,1.96,2.6,1.04,0.09294585760255,75.76,5.86,0.66,0,0,94.04737762451173,5,0.74,50,50,26
-NHveWc8VThBPdDlZDly9oUXmqlVuQ0PQyxXnjBRpu1xVQL4xZur64E401VcWamAhjZpIqGOLcX-MQ,1.422718253968254,1.8315805461105232,273.35669210383264,353.75320472902365,53.9,1.7380158915801762,0.3547490913819983,0.45,0.35,0.35,0.1,0.42,5,UTILITY,20,Iron,0.4,0.5,3.1030670311806032,5,0.96,37.02219821965378,152.43331918287774,272.8511080925297,356.00348300929517,1.6174629293582574,0.6110300291318884,0.37227716655476023,1.38,3.34,0.14,0.09117078751756381,12.16,1.52,0.26,0,0,45.11355926513672,5,0.96,50,50,21
-OIcaPN_pDikGyuCSoSzRcxG66HXTx2yHL74gi8iQylX_Rs5WludS-WOfX3pkBrTPYc-blftU-Hnuw,4.059464285714286,2.320660580474159,432.4954497035821,605.2716269813025,42.0,1.4674931925746602,0.5529165427620841,0.3,0.45,0.6,0.0,0.48,8,JUNGLE,20,Challenger,0.6,0.5,5.344623466625128,10,0.82,81.87560042389126,256.1664443676885,452.417833267625,667.0142239835418,1.1415679292383507,0.2017401214374039,0.5256892407726291,3.1666666666666665,4.094202898550725,1.0942028985507246,0.08582209584969303,73.92753631114095,5.7898550724637685,1.3985507246376812,8,8,160.49000599073327,17,0.8478260869565217,138,138,75
-Olj1gGI3--wlPddI_3MT2nLE1NRvmTafBTqgyLUVTWt0HWFRnO7mZ6WMgliToQOzdLe7bRp337KHA,1.893695887445888,5.795537871999285,397.2301075878471,719.3393713006926,29.6,0.854116919125512,0.4238007042505914,0.25,0.25,0.45,0.05,0.34,3,BOTTOM,20,Bronze,0.3,0.2,4.788486190854058,4,0.64,66.24061667474419,293.0430820617512,390.1725392561893,727.4341812325076,0.9121292646366266,0.6775945479253171,0.38697359268440473,0.09433962264150944,2.188679245283019,1.0,0.13430371838073873,55.20754716981132,7.188679245283019,0.8867924528301887,0,0,243.63549862267837,5,0.6037735849056604,53,53,18
-RxbuTg7v5kt8WKgNByUgsQKjQJg2nby_dParQzANWscEa22pDTVKmWr39vtfR0X_KxWkKgtONRPVQ,4.703730158730159,6.069024046810597,386.1308647276264,681.1714519968398,24.15,0.7594449964446495,0.4130169891496423,0.45,0.5,0.15,0.1,0.56,11,TOP,20,Gold,0.5666666666666667,0.7,3.957666610516858,16,0.84,51.96897042923383,273.4044046595525,388.1873241647994,701.1767739997762,0.5857472265606388,0.283875958067269,0.3949318397980769,0.36,1.56,1.4,0.0697770239334475,65.28,2.02,0.94,0,1,134.52708587646484,16,0.84,50,50,28
-Rzvwu04lyDu-Zwe6gNlIdvaflLwRJXxKGMQZ5OFpVmanpcUe-8sOOU7DazL-JnsyRVmFquKO0VGAg,3.221841630591631,0.5041964619202853,412.1200666383263,721.1087817631384,73.25,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.42,5,UTILITY,20,Platinum,0.5666666666666667,0.5,4.540619451132192,8,1.0,43.27789312029147,133.2561550932264,291.7877415549462,369.84145742031075,2.4639626512243837,0.4384649680505304,0.5347959929954788,3.16,7.08,0.18,0.09681635069165286,7.98,5.0,0.42,1,1,45.73147674560547,8,1.0,50,50,21
-SiHlT1EBxKtrOxf1O9GYpxQWVdMgmTJH2b11NNQT0g4egal3UcK5lc8bl3ylke05MbENROz4EU0hw,2.362332251082252,7.562357557668781,412.1200666383263,721.1087817631384,18.6,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.52,8,BOTTOM,20,Platinum,0.5666666666666667,0.6,5.7866765072881,14,0.46,81.9055394543527,358.4275708584169,461.20658144905065,1034.1945485463139,0.5354427954253811,0.6068612129887341,0.4755342069964525,0.2,2.1,2.26,0.13412030274092707,71.14,5.94,2.14,0,0,284.19434677124025,14,0.54,50,50,26
-StODXEg8sY5C4nJMsOUmMKm3TJW9CVErZhHWd-xmjSgwObFEg37SNIhtR5QvVbhi3KBr7r6GSLX8g,6.800059523809525,6.841471779937957,505.5937854724239,887.3007149348654,34.2,1.031177865614215,0.5156982667008833,0.5,0.4,0.55,0.15,0.52,1,BOTTOM,20,Bronze,0.5333333333333333,0.6,6.761214757719206,2,1.0,97.33650958834104,416.5143052094066,489.0330795161611,847.7358088445279,0.9588920539553724,0.7220929452290028,0.47100380280692294,0.26,2.56,0.78,0.05530674069419743,54.02,7.08,1.44,2,2,289.58513427734374,2,1.0,50,50,26
-UvqOIzH9X_t9njEqVn1a82lmKHgobwYsz3ASKeY3hzkRAKuEFYwhvbyolPMiefCVlg2oExCIfvOXQ,3.665456349206349,0.8696898194253168,302.6110636098557,395.5764810198053,81.5,2.9940464526981154,0.5348062536946944,0.45,0.65,0.7,0.25,0.6,12,UTILITY,20,Grandmaster,0.7,0.6,4.303486958270002,15,1.0,39.43089400856751,188.857952463884,310.3565367785345,407.00338466735667,2.971509836542728,0.41571407028343577,0.5858731266628265,9.1375,7.7375,0.275,0.07652544099724073,13.611250000819563,4.475,0.5375,2,2,10.4164306640625,19,0.95,80,80,49
-WOqlUkbbFRJm7CA3s9728mJ-4DYejknaJAX8w8qIPf60isH53K2T2nB3GmOPConx-kHv4fhYRqx-g,5.5695129870129865,1.499883898187621,478.1159269971905,801.7375417365779,23.45,0.797934012127015,0.4849176626466435,0.35,0.4,0.5,0.05,0.52,4,JUNGLE,20,Gold,0.5666666666666667,0.5,6.652835861495457,8,0.62,79.2602908554077,311.8867477035711,432.46136636734917,732.0558504530115,0.6687762437819521,0.3413711794042662,0.4444850334300074,0.04,3.38,1.62,0.08463172831603011,65.67600004851818,3.9,1.16,1,1,210.52539978027343,8,0.62,50,50,26
-WcKzHwJO-olUH3HXIcPuUZgY_8mxDMjfUrHInczGMbUXwSVwYvC9MEp0fg2hbbKAKKsdH8UdLsRUg,1.711939033189033,5.131043507275312,412.1200666383263,721.1087817631384,17.35,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.54,2,MIDDLE,20,Silver,0.6333333333333333,0.5,6.853117903553097,4,0.8,80.89845596364876,424.9271056948594,451.3807363492644,896.8086251738027,0.5896534506775948,0.6589256996525059,0.3855132921795284,0.058823529411764705,1.8823529411764706,3.196078431372549,0.10462722661298761,59.568627456239625,6.568627450980392,1.7843137254901962,1,1,305.2162325989966,4,0.803921568627451,51,51,27
-YYs40Q6bDPGUvAheojEwkUbcj2F4VkWJg9sPbjopQlAM70qhuctrFSwFVC-RWIF-wM57EKi8LAbIA,4.418849206349206,8.354170625578053,506.798619862737,965.4713109219468,22.75,0.8636050253991316,0.4736140244871144,0.45,0.45,0.6,0.2,0.6,6,BOTTOM,20,Grandmaster,0.4666666666666667,0.2,6.21072660805481,13,0.86,118.1372770285093,392.34895685625,529.2665420724035,1008.188144911724,0.9108655338998586,0.546129578797265,0.4865671675767296,2.381818181818182,3.9454545454545453,1.1090909090909091,0.08389111348539645,73.45454545454545,9.909090909090908,2.2545454545454544,0,0,124.4518368807706,13,0.8727272727272727,55,55,33
-ZA0LeJDJbFvXwWgOW6izWc5ACnQPt4Dk_prZz6V11tmDlG8L9LvaMWuMXzADj8cjPLulpMQ1lp-FA,2.229283355533356,6.065473029586391,382.84821211973,646.9865250646544,22.25,0.6944762414286659,0.421603365295016,0.5,0.35,0.35,0.0,0.54,10,MIDDLE,20,Gold,0.4333333333333333,0.4,5.0082432049572025,10,0.9,63.432906496013615,323.0455397825139,408.93056607617575,808.1260821348815,0.6410903806393317,0.3862843498061568,0.4893712390074228,0.42,1.84,1.3,0.12346859879686597,68.22,5.92,1.18,0,0,299.01585876464844,10,0.9,50,50,27
-_PE_YUmOHE7SKaILfGtv6rIAIl2Lx3-y5pfWo16bdfFCSzdPj4W5SfNoTbqqSS4UIlPZ6bJHNdhiQ,3.4608333333333325,6.293914886231856,436.92686640741977,828.4981237800719,15.25,0.5482702625057283,0.4398839775877127,0.5,0.5,0.5,0.15,0.52,1,BOTTOM,20,Master,0.5333333333333333,0.7,4.55583417169677,5,0.46,60.27907691584917,302.7604202180485,416.1439262637265,789.8753383600241,0.6320875965295834,0.6029572387129576,0.4637211547977762,0.06944444444444445,1.8888888888888888,0.9861111111111112,0.09700807419965357,67.40000000223517,8.666666666666666,1.0694444444444444,1,1,146.27634196811252,5,0.5416666666666666,72,72,39
-a0tyFoJJxVS6uP85YLmfMQOr1DZX-pck3i1Rxrt4GLmpPBYpywiXTHur1BZCAxm7MtT0A3F2GbRGA,5.903507326007325,5.885596260142837,491.18972738340415,1141.6797289818464,20.35,0.6744778856089856,0.5094515688888944,0.7,0.55,0.65,0.2,0.5,15,BOTTOM,20,Bronze,0.6333333333333333,0.6,8.233158567645834,27,0.2,104.8525478492012,446.02602531868297,437.2676684154717,920.1282508207936,0.5862997395691093,0.26218100682089884,0.4531265522094758,0.7,1.84,2.9,0.10693023091769312,62.67500001311302,2.32,2.62,5,6,209.442783203125,27,0.54,50,50,25
-atNiHvA7ezhSzlv8bazD4sJLhgWh6LxyS5hXozSkaBkvWc-R0j4wiiRH4MEYbzFgaQoUYMMTy6dMA,6.169761904761905,0.8151918364944388,471.76924219169,730.9970338412234,21.75,0.7875562106257378,0.6238127190155222,0.45,0.55,0.55,0.25,0.5,1,JUNGLE,20,Diamond,0.5333333333333333,0.5,4.3898633236127065,4,1.0,46.68613030384698,196.7028309019589,462.17773198649144,696.6717749732586,0.7858970700150706,0.42542394382300586,0.576202570911047,0.7368421052631579,5.333333333333333,1.0526315789473684,0.07845171766781152,71.08333342953732,7.543859649122807,1.7894736842105263,2,2,276.9978744774534,7,1.0,57,57,27
-eOOr5T19zpa2FV8tkMvqTKGKtYi-MjldTjE5DFNxzNG1ofD465x9fdF37LYCUaGIpN8a8RdaSXyYw,3.8220238095238095,3.8029436161107406,412.1200666383263,721.1087817631384,26.85,1.1148604367537704,0.4586270666158978,0.4933723943757974,0.495054260614521,0.4945655736491977,0.1665533733241711,0.5,11,JUNGLE,20,Silver,0.4666666666666667,0.5,5.180454054042865,22,0.2608695652173913,78.78450586382934,372.6549833180656,423.3106438679839,817.5674445819358,0.7101545659180254,0.4242260479312057,0.4105245871294045,0.8043478260869565,2.739130434782609,2.4782608695652173,0.09043774101780913,64.2326087154772,1.9565217391304348,1.4782608695652173,1,1,194.55648571511975,22,0.6304347826086957,46,46,23
-eZlcGXTwdLioOr5FqTB5K9wzivJWmiWbBm6VUVz3Ffxixx3izYruzlNSo9GTPx42lqnoXvxbVpDpQ,2.5083928571428578,7.696409002115412,420.89933609818473,836.6481520554331,18.5,0.7005351398051107,0.4160765277421092,0.55,0.35,0.8,0.05,0.56,11,MIDDLE,20,Challenger,0.6,0.6,5.412903564631464,17,0.82,82.1148325111156,236.736254414637,431.93354154896866,814.1393401545753,0.8984586237366762,0.4885110503284228,0.4344186151962062,1.5269709543568464,2.3029045643153525,1.016597510373444,0.09348269838255019,81.46825726299365,8.630705394190871,1.2448132780082988,2,2,135.89713543777148,26,0.7053941908713693,241,241,119
-fmi8Ze9Jrmo-_vuy4VPeOTf0I6BYpwMrkwSa7AiceYd24VcbFYyYZYGBNSpudOPbxveZ6qaoUl8RA,7.807440476190474,1.3009448228166076,496.0591781073587,777.7631390676611,22.3,0.8057620447347114,0.6155274587845684,0.4,0.6,0.65,0.15,0.5510204081632653,3,JUNGLE,20,Emerald,0.5333333333333333,0.6,4.970833297694601,3,0.9591836734693876,71.01170893609091,271.1315561604323,489.0216457465772,709.3971469393153,0.7359769707279364,0.3362758807172065,0.559319352424165,0.7758620689655172,1.6206896551724137,1.0172413793103448,0.057521987994832456,80.28879319953508,1.9310344827586208,1.1379310344827587,3,4,134.83922234896957,3,0.9482758620689655,58,58,34
-fouphe96RMdn_zQWlO283KGcq7o3xOoiOz38f9qg8pm5-ByigqMyPUJB6_7K0ZS_RvNpDN4vBhkYg,1.2930326617826615,3.753020116241082,301.6955230738596,456.76492814001006,23.2,0.7194339002013336,0.3181783795848606,0.55,0.2,0.6,0.2,0.3666666666666666,3,TOP,20,Iron,0.3666666666666666,0.5,3.571346229209496,3,0.9666666666666668,58.00575159227587,198.13574681019676,298.33962325660684,454.8727633656847,0.6499659502434099,0.1579546258988271,0.2928909812911541,0.13333333333333333,0.9666666666666667,0.7666666666666667,0.11888184918997073,46.20000000198682,3.3,0.36666666666666664,0,0,161.98552754720052,3,0.9666666666666667,30,30,11
